Year,Road traffic death rate,Country Code,GDP,Suicide rate,Deaths,Country,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Literarcy rate,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25
2016,27.4,TCD,10097.7780981707,13.6841,13.291,Chad,0.167757352299,0.626272066317,0.121372404836,2.88407075055,0.453680171327,3.89087428453,0.943932031264,22.31155,14592587,621881.0,2857482,7054294,9867538
2015,25.7,TCD,10950.3922569543,13.9687,13.693,Chad,0.167499467042,0.625866655575,0.120668391004,2.8818423695,0.449877213046,3.90836657161,0.944221808263,26.00299,14140277,612053.0,2786446,6837256,9559299
2014,24.6,TCD,13940.7672185849,14.5973,14.022,Chad,0.167246586159,0.625542360867,0.119501162656,2.88027704794,0.446536319243999,3.92306454575,0.944296033225,39.04967,13697128,597801.0,2709609,6619789,9255713
2004,25.1,TCD,4422.8556608259205,15.6533,16.982,Chad,0.16431282547,0.625330621975,0.106880670384,2.89200218599,0.43419457329,4.00789014772999,0.92938584197,28.38143,9613509,438010.0,1929986,4672381,6445040
2000,27.0,TCD,1388.50677158756,15.7134,18.088,Chad,0.163123222579,0.625259244341,0.10291139207,2.89567569994,0.432739840825,3.99263153777,0.923151186567,25.65421,8259144,387534.0,1701333,4028499,5553347
2017,14.0,CHL,276154.25980631204,8.39,6.139,Chile,0.201430396901,0.790591416643,0.416122857107999,6.27208431335,1.25715039624,4.05772314199999,2.44947021823,96.40228,18368582,226583.0,1184571,3566764,6286761
2015,12.3,CHL,242450.355827827,9.17,6.121,Chile,0.200818590657,0.789643740931,0.406375338497,6.27426515738,1.23732956494,4.03657578661,2.44146306125,96.87413,17870122,236883.0,1199831,3569434,6326647
2013,12.4,CHL,277395.018674682,9.15,6.037,Chile,0.200286588245,0.788786552809,0.398023605726,6.27524054433,1.21501946176,4.02426431383,2.44265140294,96.26706,17509926,238945.0,1205527,3584712,6403022
2011,12.2,CHL,251382.574083741,11.0036,5.805,Chile,0.199889513444999,0.788092907512,0.389265427119,6.27470144257,1.19140251265999,4.01943489025,2.45011870145,96.70301,17173568,241655.0,1194928,3625197,6470806
2009,12.4,CHL,171777.900623177,12.117,5.612,Chile,0.199636157579,0.787584559388,0.380198579921,6.27193155905999,1.16465409405999,4.0388213121,2.47353022684,98.55368,16833450,240778.0,1167513,3685087,6518396
2008,14.3,CHL,179894.59447598,11.759,5.557,Chile,0.199466093836999,0.787250954957,0.375273628567,6.26948376823,1.14806977226,4.08021207661,2.50882599924,98.64901,16661463,236982.0,1157328,3724223,6537622
2002,16.0,CHL,70264.04595960249,9.68,5.035,Chile,0.198606671189,0.784939605137,0.353414821143,6.25022711473,1.01316062977,4.25841295649,2.61088747027,95.71662,15693798,240355.0,1237382,4048102,6668194
2015,18.3,CHN,11061572.618594801,7.08,7.07,China,0.33585204256,0.322019691651,0.151513481715,3.06853078091,1.07827523536,3.35127867894,1.23218999052,96.35745,1393715500,17930756.0,90641544,255838320,438278430
2010,20.3,CHN,6087191.746738571,9.59,7.11,China,0.331409213826,0.322563714664,0.132948864203999,3.15169244673,1.03434518201,3.40879313522,1.22615319542,95.12448,1348191400,17794956.0,85837864,248802940,472555650
2000,21.4,CHN,1211331.6518298502,14.852,6.45,China,0.323762376831,0.318915204064,0.102479507405,3.33978392049,1.12048966194,3.42911934179,1.1688544664,90.92021,1264099100,16599689.0,84101010,310132770,513270620
2016,18.6,COL,282720.100286228,4.11,5.213,Colombia,0.206534699186,0.768184172709,0.256028315863,2.51307535773,1.08743420624,2.19409093655,1.76047801199,94.65385,47625960,723596.0,3631357,11372904,19803668
2015,18.0,COL,293492.370228844,4.04,5.168,Colombia,0.205873756295,0.767382529922,0.252132836381,2.51271443755,1.09801051993,2.19463164255,1.76084745477,94.24505,47119730,724921.0,3645046,11484896,19925412
2014,16.9,COL,381240.864422407,3.69,5.106,Colombia,0.205233677804,0.766513662706,0.248563588318999,2.51360303467,1.1056425988,2.19819179773,1.75988057378,94.18625,46677944,728635.0,3668317,11615886,20071252
2011,15.8,COL,334966.1348653,3.67,4.945,Colombia,0.203550509414999,0.763773617013,0.237897483241,2.5232722322,1.11085444454,2.219332568,1.7519436908,93.58053,45308896,742583.0,3771726,12025308,20441608
2010,16.2,COL,286498.534094963,3.85,4.924,Colombia,0.203093583656,0.762864160138999,0.235013769549,2.52858928906,1.11099520583999,2.22870488629,1.74851955701,93.37233,44816104,748718.0,3820304,12159453,20528970
2009,17.7,COL,232468.663073684,4.15,4.912,Colombia,0.202566556017,0.761556097237,0.231591050405,2.55308365886,1.10167773289999,2.2566670575,1.73143347066,93.24469,44313916,756370.0,3876934,12291659,20601236
2008,18.0,COL,242504.150472931,4.27,4.947,Colombia,0.201927646545,0.759762956752,0.228527704252,2.60308897898,1.0869351156,2.30823906332,1.69558777787,93.37818,43815316,766490.0,3940127,12423132,20664540
2007,17.9,COL,206229.540893231,4.25,4.993,Colombia,0.201283342346,0.75786238072,0.225743600934,2.66042046492,1.06793273663,2.36583508604,1.65370091555,92.65179,43306590,778465.0,4005364,12545248,20711454
2006,17.4,COL,161792.95888681,4.3,5.016,Colombia,0.200737408355,0.756220101595,0.223240125293,2.70704186285,1.04903923533,2.41061882397,1.61850358009,92.29968,42772910,792296.0,4067769,12649819,20732316
2005,16.9,COL,145600.52962671,4.33,5.072,Colombia,0.200364302043,0.755098468899,0.221816692722,2.7248359856,1.03364381658,2.42933756495,1.60238429881,92.84866,42220944,806447.0,4123338,12730950,20724726
2004,17.5,COL,117092.416666245,4.7,5.134,Colombia,0.200099813122,0.754304760663,0.220616735575,2.72199939777,1.0169646654,2.42594394293,1.60293692208,92.80378,41648270,818869.0,4170274,12786194,20687720
2015,26.6,COM,966.0295998012281,8.8,8.685,Comoros,0.169814826709,0.657772814186,0.110297589671,3.62992380131,0.500299494369,3.30357085594,1.50938668274,78.13739,730221,22424.0,107655,290957,439052
2014,26.3,COM,1149.58765974502,8.87,8.865,Comoros,0.169655107779,0.657098825031,0.110176670302,3.62206327807999,0.497575039063999,3.29349588147,1.50856228312999,77.57327,714617,22216.0,106204,287428,432422
2012,26.7,COM,1015.84349124635,8.62,9.175,Comoros,0.169426569541,0.656040245939,0.109855535113,3.6103970155,0.494398880206,3.2810364989,1.50641479043,49.19614,684564,21791.0,102677,281115,420024
2000,26.9,COM,351.136579648632,10.8661,10.51,Comoros,0.168173454993,0.650782467934,0.110125485699,3.5971436232,0.483216501167,3.32758454014,1.47987537205,68.48923,536762,19030.0,89907,246048,351416
2015,16.5,CRI,56441.920821080595,6.41,5.034,Costa Rica,0.213118059419,0.842787774515,0.283686715919,2.93200882912,0.771106643731,2.89913751186,1.46175394047,97.64725,4895241,71058.0,361427,1105736,1922674
2011,13.3,CRI,42762.6136999524,6.7,4.379,Costa Rica,0.211746130984,0.840234320158,0.271259721612,2.91984524649,0.758040029321,2.88528165053,1.44887824485,97.40658,4679927,73433.0,371155,1134493,1971805
2000,17.8,CRI,15013.6296586521,6.85,3.995,Costa Rica,0.207998979805,0.827665189131,0.245248778654,2.86637952291,0.718438845182,2.81617288489,1.42428081667,94.86819,3979189,78269.0,396690,1228502,1959941
2015,9.3,HRV,50857.3535442847,12.1535,12.9,Croatia,0.207742969773999,0.720525327996,0.217080272794,3.45175363642,0.732888756872,2.77840630147,2.09220743127,99.27259,4254821,38407.0,201397,614040,1101024
2011,11.1,HRV,62736.258335354105,11.7574,11.9,Croatia,0.207639091232,0.720291106357,0.213204660235,3.45798130933999,0.7582365414,2.79094574421,2.09439973689,99.12536,4351838,42821.0,216969,658077,1174648
2001,15.1,HRV,23063.323722500703,15.3325,11.2,Croatia,0.203741269720999,0.717518948578,0.189155402635,3.45024040572,0.771646795489,2.96765948363,1.92544117456,98.14668,4506760,44496.0,240617,765418,1385558
2015,9.0,CUB,87132.8,10.3608,9.063,Cuba,0.204195309988,0.943017796559,0.25961691766,4.62252722506,0.771342321622,3.32259835160999,1.73081818764,99.71072,11339888,123097.0,628791,1892921,3367342
2012,8.3,CUB,73141.0,10.7399,8.571,Cuba,0.203593506209,0.942497238962,0.252209860627,4.62062944899,0.764179875164,3.34064714566999,1.72125620669,99.67311,11309292,128634.99,627434,1962168,3528659
2002,13.3,CUB,33590.5,12.9078,7.436,Cuba,0.200049755049,0.939243092473,0.216167676497,4.60665614282999,0.756572688001,3.66760608611,1.64504577239,99.79907,11170054,138671.0,715973,2297459,3780018
2015,6.7,CYP,19842.4923665477,4.17,6.358,Cyprus,0.253025788831,0.937371368807,0.510184662029,5.30557518828,0.568759308125,3.30205427423,1.11330282497999,99.05978,1187286,13242.0,66548,191350,352229
2011,7.8,CYP,27564.9319194782,3.7,6.354,Cyprus,0.253749354622,0.937379682092999,0.51099034254,5.30593438724,0.556325282125,3.27979790521999,1.11242316503,98.67843,1145090,13036.0,63081,190298,380518
2001,11.8,CYP,10397.8970856102,1.98,7.316,Cyprus,0.252311161927999,0.939380649417,0.467293022248,5.28032139555,0.577174842043,3.32312596023999,1.06423726388,96.80363,964838,12248.0,65096,209423,377219
2003,8.3,DNK,218096.033517009,10.3062,10.7,Denmark,0.235335221248,1.00777670153,0.520713117374,5.31366988503,0.851832502423,3.40756418638999,1.74713313709,99.0,5396355,64541.0,330442,1011398,1609440
2003,27.8,DJI,622.044665515049,12.0609,10.328,Djibouti,0.171430387522,0.650289372478,0.122677407398,3.50161068941999,0.509635974909,3.5925291774,1.58737682494,67.9,806412,24669.0,115595,309282,471154
2016,35.4,DOM,75704.6478776559,6.77,5.964,Dominican Republic,0.199077888427999,0.890521063675,0.300106114605,4.5554832645,0.671647691936,2.99272979925,1.57886560203,93.77846,10527589,208390.0,1035583,3024321,4972812
2015,32.9,DOM,71164.82683652811,6.84,5.883,Dominican Republic,0.198680816832,0.889925388965,0.296194564675999,4.5524257689,0.664300115883,3.00764464716,1.58068379707,91.99121,10405832,209025.0,1037379,3020982,4968736
2014,31.7,DOM,67179.9556772791,6.59,5.827,Dominican Republic,0.198278892893,0.88928826575,0.292274737379,4.5491602885,0.657502059638,3.01925860075,1.58193728611999,91.76376,10282116,209355.0,1037437,3016545,4962176
2013,40.0,DOM,62682.1593380354,6.06,5.803,Dominican Republic,0.197884350401,0.888651137509,0.288546291503,4.54597432739,0.650651356249,3.03100135152,1.58267423625,90.85815,10157054,209672.0,1034049,3009833,4952200
2012,30.2,DOM,60681.5356525373,5.8,5.802,Dominican Republic,0.197500876118,0.888009566409,0.285471620913999,4.54287714857,0.645102044615,3.03995483576,1.58287265827,90.15518,10030885,210078.0,1025727,3003401,4938112
2011,25.7,DOM,58029.773599455,5.5,5.84,Dominican Republic,0.197144346415,0.887404677256999,0.281620611071,4.54007997715,0.641676272438999,3.04780933642,1.58271808459,90.10638,9903743,210198.0,1014030,2999314,4920793
2010,27.8,DOM,53860.1872579593,5.38,5.821,Dominican Republic,0.19682647557,0.886864140622999,0.278552823106,4.53771444356,0.639127838482999,3.0532389325,1.58229252133,89.53873,9775756,209091.0,1003085,2996581,4901311
2007,24.2,DOM,43965.4585085056,5.69,5.859,Dominican Republic,0.195261846534,0.884198857922,0.267363986015,4.52640185907,0.618556644602,3.06947299158999,1.56770785074,88.24446,9402209,198294.0,994306,3004279,4849567
2002,36.7,DOM,27137.4407862562,4.9,6.202,Dominican Republic,0.193835254365,0.883190785378,0.255368665668,4.53006257327999,0.597547636262,3.07313694958,1.57560243335999,86.99647,8795104,204590.0,1009920,3008904,4746240
2017,21.3,ECU,104295.862,9.26,4.872,Ecuador,0.202911590059,0.882945345959,0.363732807614,4.30535715908,0.668945807449,2.97711725822,1.70674812698,92.82979,16696947,297025.0,1521524,4677936,7724985
2016,21.2,ECU,99937.696,9.06,4.86,Ecuador,0.202470235552,0.882354196347,0.359142054376,4.30372556743,0.66910786802,2.97380545389,1.72533516601999,94.35023,16439588,298271.0,1546358,4688584,7709708
2015,23.5,ECU,99290.381,8.88,4.773,Ecuador,0.20203608474,0.881770681548,0.354658991857,4.30206851275,0.668551353466,2.97041298378999,1.74263381883,94.45566,16195904,302512.0,1571700,4699314,7696569
2014,24.0,ECU,101726.331,8.9,4.752,Ecuador,0.201619296965,0.881208800949,0.350229109315,4.30037482116,0.668813964382,2.96717622611,1.75852991075,94.22264,15957995,308471.0,1590870,4706915,7680702
2013,22.1,ECU,95129.659,9.68,4.762,Ecuador,0.201224176095,0.880670329798,0.346010022562,4.29867431012,0.668269456307,2.96501294892,1.77273465166,93.29463,15722988,316487.0,1602440,4709401,7660096
2012,22.3,ECU,87924.544,10.2622,4.793,Ecuador,0.200859789073,0.88016866592,0.341702803711,4.29696859586,0.667943025617,2.96169661001999,1.78508694437,92.06473,15483884,323575.0,1604111,4703195,7630483
2011,24.7,ECU,79276.664,10.0113,4.826,Ecuador,0.200525617628999,0.879678386481,0.337751428469,4.29513063502,0.666403957529,2.96019672029,1.79532035837,91.5869,15237734,324848.0,1596701,4688487,7590998
2010,24.5,ECU,69555.367,10.1807,4.852,Ecuador,0.200232054849,0.879216212979,0.334334364308,4.29317002071,0.664980273467999,2.95906224885,1.80327566243,91.85404,14989581,322539.0,1586192,4671029,7546449
2009,23.0,ECU,62519.686,10.7553,4.856,Ecuador,0.199909613495,0.878760042294,0.330933680683,4.29105856244,0.66289340317,2.95850496958,1.80911091744,92.24976,14742768,320488.0,1576991,4654146,7499709
2008,19.9,ECU,61762.635,10.8276,4.847,Ecuador,0.199501393721,0.878212751496,0.327216582727,4.28849759964,0.661045079761,2.95866072735,1.81341430441,92.39005,14496800,318389.0,1569502,4637245,7450272
2007,19.1,ECU,51007.777,10.5366,4.817,Ecuador,0.199070939987,0.877610296134,0.32350411841,4.28564213497,0.659436196621999,2.95937572707,1.81701635455999,92.09679,14251838,316375.0,1563889,4620170,7397933
2001,14.8,ECU,24468.324,7.3,4.935,Ecuador,0.196194753369,0.868226842375,0.307779319437,4.23941490798,0.622785135298,2.91948414221,1.86229717237,90.98403,12845523,313552.0,1554797,4503301,7029505
2017,20.6,SLV,24979.19,6.16,6.857,El Salvador,0.197831002875,0.770584701282,0.243873188283,2.94522037622,0.618859540373,3.02588721657,2.65543023708,88.48271,6266661,106526.0,555133,1707038,3052987
2016,22.2,SLV,24191.43,5.77,6.925,El Salvador,0.197357005088,0.770066166199,0.241685455256,2.94308556865,0.61113522856,3.02554347549,2.6675801344,88.14177,6250513,110610.0,565027,1736065,3090230
2015,20.8,SLV,23438.24,6.78,7.07,El Salvador,0.196909166613,0.769540791825,0.239301679208,2.94068941428,0.604498001901,3.02410157793,2.6827167895,87.96985,6231072,114042.0,571125,1767578,3119750
2013,19.0,SLV,21990.96,6.72,7.149,El Salvador,0.196091210237,0.768454260157,0.234488153475,2.93540421863,0.593759569736,3.02532010505,2.71895674422999,86.76758,6185641,115837.0,575818,1836501,3159222
2011,21.1,SLV,20283.78,8.02,6.892,El Salvador,0.195420480609999,0.767472459303,0.229858257475,2.93057408751,0.585721388779,3.02770142401,2.75867665664999,85.49399,6137354,116822.0,580139,1910139,3181930
2010,22.3,SLV,18447.92,6.4,6.758,El Salvador,0.195154850432,0.76703580094,0.227827858208999,2.92834152005,0.583812255938,3.03047240491,2.77913466603,84.49272,6114039,116918.0,581147,1947132,3189659
2009,24.6,SLV,17601.62,8.95,6.75,El Salvador,0.194857346237,0.766439777095,0.225559362255999,2.92524346124,0.583040643797,3.0328279318,2.80169575708,84.10289,6091181,117526.0,584731,1983754,3196695
2008,28.4,SLV,17986.89,7.28,6.74,El Salvador,0.194483720663,0.765609933294999,0.223092309671,2.92097082561,0.582595250125,3.03745330949,2.82751435116,83.9513,6068108,118776.0,591757,2018227,3203561
2007,30.9,SLV,17011.75,8.48,6.814,El Salvador,0.194084131337999,0.764657013386,0.220663091482,2.91608649640999,0.582179333686,3.04354784784999,2.85614308934999,82.02863,6044130,118486.0,602709,2048478,3210513
2006,32.9,SLV,15999.89,6.99,6.705,El Salvador,0.193704376299,0.763679040272,0.21863848992,2.91110190221,0.581638555217,3.05103009125,2.88712110839999,83.55946,6034439,118410.0,620968,2078375,3229500
2004,35.6,SLV,13724.8109,7.34,6.408,El Salvador,0.193108773889,0.761950455536,0.213523678482,2.90232639666,0.579354670773,3.0662723518,2.96320846472,80.77836,6035653,125636.0,671999,2137923,3295342
2015,23.8,GNQ,13185.496881405501,15.3251,9.616,Equatorial Guinea,0.184623595211,0.622715669092,0.278249522581,3.27945654849,0.550682466545,4.16368693118,1.47638384252,95.19566,1346974,44665.0,209865,521015,762702
2014,23.0,GNQ,21765.4530819826,14.2177,9.965,Equatorial Guinea,0.184255697318,0.622370503036,0.278256771957999,3.2798582581,0.546809697966,4.16191196909,1.47378371758,94.95674,1295193,43811.0,207973,500437,740432
2010,20.8,GNQ,16314.443436290301,15.2741,11.214,Equatorial Guinea,0.182856061664,0.621001966478,0.275574362755,3.28536406775,0.534708019587,4.15864313084,1.46059690732,94.37054,1094538,43042.0,188235,425438,652197
2000,22.1,GNQ,1045.99849643872,19.3515,13.738,Equatorial Guinea,0.167852638619,0.617337685850999,0.155048728843,3.30192879944999,0.555397529525,4.19611077535,1.44338945673999,88.3083,684986,25912.0,114817,292746,410176
2008,33.9,ERI,1380.1888,21.2742,7.989,Eritrea,0.158820786642999,0.615879177921,0.102279488135,3.64728055049999,0.519703171697,3.87713502186,1.7790211774,64.66297,3005783,100111.0,486986,1293842,1887613
2002,32.8,ERI,729.321671428501,22.0685,9.727,Eritrea,0.159544159069,0.615584028414999,0.105315114658,3.66125791565,0.525710392096,3.91439517783,1.81992840024,52.51395,2547428,88862.0,424766,1125614,1625370
2015,6.4,EST,22890.762090150798,13.3612,11.6,Estonia,0.203441938680999,0.708248794008,0.251524410321,2.96464422161,1.13157230667999,3.88006787777,4.85535645873999,99.82351,1314658,13836.0,71164,210539,346924
2011,8.1,EST,23213.9940934631,14.7455,11.5,Estonia,0.202213735749,0.708157491733,0.250151114035,2.96805393743,1.12899902818,3.98242770032999,5.01584472194,99.88579,1327435,15331.0,78022,204859,374121
2000,17.7,EST,5686.57974753524,24.9828,13.2,Estonia,0.196417610621,0.703677233452,0.217424389542999,2.94861648299,0.975280969218999,4.48395423411,5.0607389677,99.7672,1396881,12680.0,62810,246333,446513
2017,27.0,ETH,81770.8868256048,9.63,6.767,Ethiopia,0.164823052944,0.627391281004,0.109816928768,3.73199716771,0.498949272621,3.8162659691,1.86389341573999,51.77118,108197944,3423537.0,16170853,44933080,67828880
2015,26.0,ETH,64589.328550595295,9.98,7.208,Ethiopia,0.163284561681,0.626977827743,0.103667673063999,3.71931620903,0.49268749047,3.82988911028,1.86599592167999,49.03152,102471896,3263604.0,15660944,43570930,65172276
2007,23.5,ETH,19707.6167727996,14.517,10.807,Ethiopia,0.156819691105,0.623521513595,0.0843277196813,3.68520731326,0.479076998009,3.91566914786,1.70037234943999,38.99598,81996184,3063074.0,14462133,37875890,54082824
2005,24.5,ETH,12401.139453973801,15.3443,12.226,Ethiopia,0.155490438004999,0.622346526637,0.0813112937347999,3.67862921171999,0.478091409215,3.94200908158,1.61646239575,29.82034,77469944,2986164.0,14014380,36218916,51199800
2004,24.8,ETH,10131.1872614421,15.7861,12.745,Ethiopia,0.155097992436,0.62186377487,0.0805453027363,3.67495277831,0.479287332148,3.9498167807,1.61769834012,35.9,75301020,2943106.0,13774271,35370676,49804690
2003,15.6,FJI,2300.49246532276,10.4846,6.875,Fiji,0.234269631925,0.448252505745999,0.135763112697,3.24135509811,0.73786328911,3.16137523248999,1.04570702723,93.7,858306,20424.0,98413,285626,462248
2000,8.1,FIN,126019.543413334,21.7401,9.5,Finland,0.267962759787,1.01363052918,0.559955959611,3.70736846262,0.808128013499,5.34500373372,2.85587514514,100.0,5176208,56971.0,294390,939627,1599291
2003,10.1,FRA,1844544.79203686,15.7493,9.1,France,0.258904918825,0.969512604572999,0.539297904524,6.77774745979,1.12060173903999,4.30294433041,1.42403379088999,99.0,59728260,734821.0,3707059,11052174,18799840
2015,22.9,GAB,14383.1077626952,15.1732,7.418,Gabon,0.181283046354999,0.638097747713,0.223865432563,3.2948904355,0.569826032197,4.04927351742,1.47453791297,83.23788,2028524,60635.0,289776,743648,1123413
2012,24.1,GAB,17170.4640160593,13.9719,7.914,Gabon,0.181051903848,0.637705898862,0.221466083692,3.28861172443,0.571512850357999,4.05984834016999,1.4864809773,82.2838,1836711,57447.0,265056,680169,1040471
2004,25.1,GAB,7770.21900821293,15.2137,9.405,Gabon,0.181020337869,0.636304028211,0.220421170744999,3.28089427093,0.597849193007,4.15930193554,1.52598993915,81.84552,1417115,44042.0,206236,559254,848322
2017,13.3,GEO,16242.6450722881,8.07,12.603,Georgia,0.196775607848999,0.709098566875999,0.171640059024,2.60245566113,0.494333416091,2.79737866325,2.08307328998999,99.36426,3771904,56653.0,283121,759165,1213442
2015,15.8,GEO,14953.6737961929,8.79,12.531,Georgia,0.195736974321,0.708309429207,0.166973792247,2.5996920799,0.483851950994,2.79342617351,2.07030704465,99.75962,3771135,58308.0,276653,730885,1222863
2014,14.5,GEO,17627.332900258098,8.58,12.576,Georgia,0.195208699176,0.707955433196,0.164707620547999,2.5986466319,0.478933485304,2.7911953322,2.06292649695,99.58619,3774232,56692.0,273382,717252,1230753
2002,12.5,GEO,3395.76667767315,7.34,11.409,Georgia,0.1891240453,0.705862477007,0.129052540859,2.60625377632,0.439267378188,2.77723777625,1.84793949971,99.65235,4061127,47575.0,246762,900114,1538912
2003,8.4,DEU,2501640.38848235,10.7872,10.3,Germany,0.251899389705,0.773913984021,0.493888592911,6.60461847336999,0.850114235295999,3.88222592337999,2.03804267419,99.0,81346810,705865.0,3747469,12159700,21477192
2015,24.4,GHA,49406.0098119819,12.0199,7.773,Ghana,0.174007391016,0.640803544945,0.141230846352,2.92320913649,0.615468420791,3.38201834114,1.00315923123,76.5759,28870946,876723.0,4208600,11218818,16669275
2010,23.7,GHA,32197.655566534697,13.2592,8.626,Ghana,0.171514535182,0.637854847769,0.130682543653,2.90560817289,0.597605951281,3.37139654361,0.993747621145999,71.49707,25574722,801228.0,3795746,10018555,15195525
2000,25.8,GHA,4982.850662208511,9.75,9.922,Ghana,0.169003399231,0.635269988233,0.121456773763,2.89619236426,0.538842481311,3.36733195927999,0.972234620687,57.89747,19665506,658024.0,3015549,8314468,12597228
2015,9.3,GRC,195683.527003375,3.78,11.2,Greece,0.253299507849,0.948285890295,0.568756127102,5.79851846033999,0.54562969915,4.23175902821,1.13175287571,95.29287,10806644,89759.0,491530,1572421,2691318
2014,9.3,GRC,235458.133124608,4.04,10.4,Greece,0.253543377319,0.947956672879,0.572011341029,5.80155882901,0.541156174998,4.25270368371,1.13388120479,97.53238,10862972,91308.0,510221,1587613,2711621
2009,14.9,GRC,331308.500253274,2.87,9.8,Greece,0.254120740217,0.946554071409999,0.575400515036,5.80058545182,0.518860407891,4.33908443603,1.13070278066999,93.90511,11055503,111981.0,544798,1602450,2832646
2001,18.2,GRC,136309.29522534,2.52,9.4,Greece,0.251014016968,0.944848229663,0.533615778753999,5.72231334627,0.485838522611,4.2697879995,1.0772825449,95.99436,11072182,107379.0,533255,1617539,3167244
2003,1.9,GRD,591.018407407407,2.57,7.272,Grenada,0.196707408266999,0.891215398922,0.259349053432999,4.55606173445,0.770878140258,2.80857738424,1.65206692988,96.0,108750,1855.0,9715,32676,54322
2015,14.0,GTM,62186.064718742404,6.4,5.071,Guatemala,0.192765009008,0.742245465548,0.228957440891999,2.90251524718,0.677788812611,3.24904161456,2.6704810569,79.07421,16001105,402860.0,1971661,5786145,9239511
2014,12.8,GTM,57852.153058502,6.41,5.071,Guatemala,0.192491042657,0.741737337352,0.227451225142,2.90045092735,0.677762769765999,3.26586674763999,2.68384098349,81.2859,15713744,399053.0,1957950,5767753,9167977
2013,13.1,GTM,52996.446269442,6.67,5.112,Guatemala,0.192230277858,0.741241311362,0.225905592032,2.89838075668,0.678452383873,3.28504999114999,2.69639189211,77.03867,15422663,397462.0,1945907,5749395,9090669
2012,11.5,GTM,49593.9294871263,7.01,5.171,Guatemala,0.191989277185,0.740777397833,0.224416963701999,2.89640143739,0.680092989115,3.30592290386999,2.70782391145,78.26486,15128307,395837.0,1935543,5729140,9003607
2002,4.8,GTM,20444.205991025003,13.6718,5.859,Guatemala,0.189343628854,0.733344458007,0.21366644385,2.85847481894,0.704220334029,3.48792905275,2.93639605926,69.10173,12289867,396163.0,1918309,5295734,7844839
2015,29.9,GIN,8794.20239429076,12.9852,10.702,Guinea,0.16568343876,0.628972445544,0.109931413028,2.89609451858,0.446692971699,3.55024084209,0.942849459289,30.47279,11626003,411631.0,1914776,5037243,7497173
2014,29.8,GIN,8778.473643318519,12.9658,10.856,Guinea,0.165411364485,0.628632420206,0.109006131942,2.89424562548,0.443210755557,3.54656595997,0.941168385284,32.00384,11333362,402481.0,1880752,4937370,7335595
2010,31.0,GIN,6853.46783249407,12.4656,11.669,Guinea,0.164815079711,0.627794804076,0.106578736304,2.89089152684,0.434596585081,3.53779568394999,0.935873009159,25.30774,10270728,378553.0,1738433,4572927,6702711
2003,30.3,GIN,3446.44178482252,10.2338,13.733,Guinea,0.165116363082999,0.627277879861,0.107666026455,2.89622862767,0.429227071516,3.52788253047,0.922067038618,29.70402,8772259,327627.0,1520912,3998472,5660589
2015,32.1,GNB,1048.2296330018899,13.0794,9.223,Guinea-Bissau,0.162692972763,0.614228389346,0.109678445885,2.91176051473,0.475158306126999,3.66096487952,0.981464472628999,59.77285,1788931,60636.0,288049,764934,1116208
2014,32.2,GNB,1054.91558135773,14.1289,9.549,Guinea-Bissau,0.162516135111,0.613948583844,0.108791678118,2.91035850323,0.472549079805,3.6594075583,0.982174841206999,45.58116,1743318,60601.0,283716,749160,1091300
2000,30.7,GNB,371.095522049969,17.5428,15.956,Guinea-Bissau,0.161998836516,0.609683222672,0.108880134126,2.89505438948,0.457792150337,3.59599306617,0.989481861307,41.35777,1230855,47968.0,214084,549270,810406
2015,24.4,GUY,4279.8401937046,39.2983,7.431,Guyana,0.185546408223,0.844592418099,0.230386703196,4.53600278962999,0.720858752593,4.19699661081,2.05586510235,87.53532,755043,15710.0,77389,227148,378461
2014,28.4,GUY,4127.6601584725695,39.5172,7.459,Guyana,0.185125693521,0.843878940607,0.2265560685,4.53052743491,0.716809691868,4.21723839017999,2.05211553993,85.63973,751126,15692.0,77237,227782,378394
2009,15.6,GUY,3165.66315273351,36.3115,7.321,Guyana,0.183647139469,0.840966210541999,0.212965266951,4.5060290046,0.710962466911,4.23520305343,2.04369944036,84.99401,751265,16170.0,79994,247823,389628
2016,18.3,HTI,14069.2775325199,11.6425,8.161,Haiti,0.172227984117,0.800913323314,0.160096555471,4.51556172492,0.638273189323,2.95948878327,1.65328185314,61.69135,10713845,258605.02,1259016,3625852,5796580
2015,18.0,HTI,14849.6294078872,11.9741,8.181,Haiti,0.172145813794,0.800495726842,0.15939969913,4.51290510984,0.632716902104,2.96407694219999,1.65628436567,60.68935,10563762,257359.98,1256625,3611683,5770899
2006,18.6,HTI,7638.739123637471,12.1182,9.084,Haiti,0.170855349697,0.798215074555,0.1582119381,4.48702161133,0.611794243557,2.95983741825,1.65411710359999,48.68502,9266293,251669.0,1213832,3490299,5461630
2003,19.3,HTI,5071.9477980254405,12.0086,9.689,Haiti,0.170665177569,0.797983698520999,0.158508075822,4.48262709251,0.608278504759,2.95723890971,1.65741171567,58.7439,8812248,249395.0,1206905,3446339,5285546
2016,16.4,HND,21717.604952183498,2.66,4.183,Honduras,0.189519733619,0.751426169917,0.202624049121,2.87193019137,0.69999051017,2.7495702338,1.76738110055,88.98748,9460798,208876.0,1038273,3169247,5168388
