Country,Year,Literarcy rate,Disease_deaths,Road traffic death rate,Suicide rate,Deaths,ParentLocationCode,Country Code,GDP,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25
Chad,2015,26.00299,367,25.7,13.9687,13.693,AFR,TCD,10950.3922569543,14.140277,0.612053,2.786446,6.837256,9.559299
Chad,2016,22.31155,360,27.4,13.6841,13.291,AFR,TCD,10097.7780981707,14.592587,0.621881,2.857482,7.054294,9.867538
Chile,2002,95.71662,133,16.0,9.68,5.035,AMR,CHL,70264.04595960249,15.693798,0.240355,1.237382,4.048102,6.668194
Chile,2008,98.64901,61,14.3,11.759,5.557,AMR,CHL,179894.59447598,16.661463,0.236982,1.157328,3.724223,6.537622
Chile,2009,98.55368,63,12.4,12.117,5.612,AMR,CHL,171777.900623177,16.83345,0.240778,1.167513,3.685087,6.518396
Chile,2011,96.70301,62,12.2,11.0036,5.805,AMR,CHL,251382.574083741,17.173568,0.241655,1.194928,3.625197,6.470806
Chile,2013,96.26706,62,12.4,9.15,6.037,AMR,CHL,277395.018674682,17.509926,0.238945,1.205527,3.584712,6.403022
Chile,2015,96.87413,60,12.3,9.17,6.121,AMR,CHL,242450.355827827,17.870122,0.236883,1.199831,3.569434,6.326647
Colombia,2004,92.80378,206,17.5,4.7,5.134,AMR,COL,117092.416666245,41.64827,0.818869,4.170274,12.786194,20.68772
Colombia,2005,92.84866,194,16.9,4.33,5.072,AMR,COL,145600.52962671,42.220944,0.806447,4.123338,12.73095,20.724726
Colombia,2006,92.29968,196,17.4,4.3,5.016,AMR,COL,161792.95888681,42.77291,0.792296,4.067769,12.649819,20.732316
Colombia,2007,92.65179,189,17.9,4.25,4.993,AMR,COL,206229.540893231,43.30659,0.778465,4.005364,12.545248,20.711454
Colombia,2008,93.37818,191,18.0,4.27,4.947,AMR,COL,242504.150472931,43.815316,0.76649,3.940127,12.423132,20.66454
Colombia,2009,93.24469,198,17.7,4.15,4.912,AMR,COL,232468.663073684,44.313916,0.75637,3.876934,12.291659,20.601236
Colombia,2010,93.37233,195,16.2,3.85,4.924,AMR,COL,286498.534094963,44.816104,0.748718,3.820304,12.159453,20.52897
Colombia,2011,93.58053,187,15.8,3.67,4.945,AMR,COL,334966.1348653,45.308896,0.742583,3.771726,12.025308,20.441608
Colombia,2014,94.18625,185,16.9,3.69,5.106,AMR,COL,381240.864422407,46.677944,0.728635,3.668317,11.615886,20.071252
Colombia,2015,94.24505,183,18.0,4.04,5.168,AMR,COL,293492.370228844,47.11973,0.724921,3.645046,11.484896,19.925412
Colombia,2016,94.65385,182,18.6,4.11,5.213,AMR,COL,282720.100286228,47.62596,0.723596,3.631357,11.372904,19.803668
Costa Rica,2000,94.86819,129,17.8,6.85,3.995,AMR,CRI,15013.6296586521,3.979189,0.078269,0.39669,1.228502,1.959941
Costa Rica,2011,97.40658,129,13.3,6.7,4.379,AMR,CRI,42762.6136999524,4.679927,0.073433,0.371155,1.134493,1.971805
Costa Rica,2015,97.64725,67,16.5,6.41,5.034,AMR,CRI,56441.920821080595,4.895241,0.071058,0.361427,1.105736,1.922674
Cuba,2002,99.79907,133,13.3,12.9078,7.436,AMR,CUB,33590.5,11.170054,0.138671,0.715973,2.297459,3.780018
Cuba,2012,99.67311,73,8.3,10.7399,8.571,AMR,CUB,73141.0,11.309292,0.12863499,0.627434,1.962168,3.528659
Cuba,2015,99.71072,70,9.0,10.3608,9.063,AMR,CUB,87132.8,11.339888,0.123097,0.628791,1.892921,3.367342
Cyprus,2001,96.80363,70,11.8,1.98,7.316,EUR,CYP,10397.8970856102,0.964838,0.012248,0.065096,0.209423,0.377219
Cyprus,2011,98.67843,58,7.8,3.7,6.354,EUR,CYP,27564.9319194782,1.14509,0.013036,0.063081,0.190298,0.380518
Cyprus,2015,99.05978,57,6.7,4.17,6.358,EUR,CYP,19842.4923665477,1.187286,0.013242,0.066548,0.19135,0.352229
Denmark,2003,99.0,74,8.3,10.3062,10.7,EUR,DNK,218096.033517009,5.396355,0.064541,0.330442,1.011398,1.60944
Djibouti,2003,67.9,325,27.8,12.0609,10.328,EMR,DJI,622.044665515049,0.806412,0.024669,0.115595,0.309282,0.471154
Ecuador,2001,90.98403,154,14.8,7.3,4.935,AMR,ECU,24468.324,12.845523,0.313552,1.554797,4.503301,7.029505
Ecuador,2007,92.09679,141,19.1,10.5366,4.817,AMR,ECU,51007.777,14.251838,0.316375,1.563889,4.62017,7.397933
Ecuador,2008,92.39005,181,19.9,10.8276,4.847,AMR,ECU,61762.635,14.4968,0.318389,1.569502,4.637245,7.450272
Ecuador,2009,92.24976,176,23.0,10.7553,4.856,AMR,ECU,62519.686,14.742768,0.320488,1.576991,4.654146,7.499709
Ecuador,2010,91.85404,173,24.5,10.1807,4.852,AMR,ECU,69555.367,14.989581,0.322539,1.586192,4.671029,7.546449
Ecuador,2011,91.5869,166,24.7,10.0113,4.826,AMR,ECU,79276.664,15.237734,0.324848,1.596701,4.688487,7.590998
Ecuador,2012,92.06473,158,22.3,10.2622,4.793,AMR,ECU,87924.544,15.483884,0.323575,1.604111,4.703195,7.630483
Ecuador,2013,93.29463,152,22.1,9.68,4.762,AMR,ECU,95129.659,15.722988,0.316487,1.60244,4.709401,7.660096
Ecuador,2014,94.22264,149,24.0,8.9,4.752,AMR,ECU,101726.331,15.957995,0.308471,1.59087,4.706915,7.680702
Ecuador,2015,94.45566,146,23.5,8.88,4.773,AMR,ECU,99290.381,16.195904,0.302512,1.5717,4.699314,7.696569
Ecuador,2016,94.35023,142,21.2,9.06,4.86,AMR,ECU,99937.696,16.439588,0.298271,1.546358,4.688584,7.709708
El Salvador,2004,80.77836,209,35.6,7.34,6.408,AMR,SLV,13724.8109,6.035653,0.125636,0.671999,2.137923,3.295342
El Salvador,2006,83.55946,203,32.9,6.99,6.705,AMR,SLV,15999.89,6.034439,0.11841,0.620968,2.078375,3.2295
El Salvador,2007,82.02863,200,30.9,8.48,6.814,AMR,SLV,17011.75,6.04413,0.118486,0.602709,2.048478,3.210513
El Salvador,2008,83.9513,198,28.4,7.28,6.74,AMR,SLV,17986.89,6.068108,0.118776,0.591757,2.018227,3.203561
El Salvador,2009,84.10289,197,24.6,8.95,6.75,AMR,SLV,17601.62,6.091181,0.117526,0.584731,1.983754,3.196695
El Salvador,2010,84.49272,192,22.3,6.4,6.758,AMR,SLV,18447.92,6.114039,0.116918,0.581147,1.947132,3.189659
El Salvador,2011,85.49399,189,21.1,8.02,6.892,AMR,SLV,20283.78,6.137354,0.116822,0.580139,1.910139,3.18193
El Salvador,2013,86.76758,184,19.0,6.72,7.149,AMR,SLV,21990.96,6.185641,0.115837,0.575818,1.836501,3.159222
El Salvador,2015,87.96985,180,20.8,6.78,7.07,AMR,SLV,23438.24,6.231072,0.114042,0.571125,1.767578,3.11975
El Salvador,2016,88.14177,177,22.2,5.77,6.925,AMR,SLV,24191.43,6.250513,0.11061,0.565027,1.736065,3.09023
Finland,2000,100.0,143,8.1,21.7401,9.5,EUR,FIN,126019.543413334,5.176208,0.056971,0.29439,0.939627,1.599291
France,2003,99.0,60,10.1,15.7493,9.1,EUR,FRA,1844544.79203686,59.72826,0.734821,3.707059,11.052174,18.79984
Gabon,2004,81.84552,338,25.1,15.2137,9.405,AFR,GAB,7770.21900821293,1.417115,0.044042,0.206236,0.559254,0.848322
Gabon,2012,82.2838,269,24.1,13.9719,7.914,AFR,GAB,17170.4640160593,1.836711,0.057447,0.265056,0.680169,1.040471
Gabon,2015,83.23788,228,22.9,15.1732,7.418,AFR,GAB,14383.1077626952,2.028524,0.060635,0.289776,0.743648,1.123413
Georgia,2002,99.65235,215,12.5,7.34,11.409,EUR,GEO,3395.76667767315,4.061127,0.047575,0.246762,0.900114,1.538912
Georgia,2014,99.58619,231,14.5,8.58,12.576,EUR,GEO,17627.332900258098,3.774232,0.056692,0.273382,0.717252,1.230753
Georgia,2015,99.75962,232,15.8,8.79,12.531,EUR,GEO,14953.6737961929,3.771135,0.058308,0.276653,0.730885,1.222863
Germany,2003,99.0,60,8.4,10.7872,10.3,EUR,DEU,2501640.38848235,81.34681,0.705865,3.747469,12.1597,21.477192
Ghana,2000,57.89747,310,25.8,9.75,9.922,AFR,GHA,4982.850662208511,19.665506,0.658024,3.015549,8.314468,12.597228
Ghana,2010,71.49707,269,23.7,13.2592,8.626,AFR,GHA,32197.655566534697,25.574722,0.801228,3.795746,10.018555,15.195525
Ghana,2015,76.5759,245,24.4,12.0199,7.773,AFR,GHA,49406.0098119819,28.870946,0.876723,4.2086,11.218818,16.669275
Greece,2001,95.99436,47,18.2,2.52,9.4,EUR,GRC,136309.29522534,11.072182,0.107379,0.533255,1.617539,3.167244
Greece,2009,93.90511,44,14.9,2.87,9.8,EUR,GRC,331308.500253274,11.055503,0.111981,0.544798,1.60245,2.832646
Greece,2014,97.53238,67,9.3,4.04,10.4,EUR,GRC,235458.133124608,10.862972,0.091308,0.510221,1.587613,2.711621
Greece,2015,95.29287,68,9.3,3.78,11.2,EUR,GRC,195683.527003375,10.806644,0.089759,0.49153,1.572421,2.691318
Grenada,2003,96.0,175,1.9,2.57,7.272,AMR,GRD,591.018407407407,0.10875,0.001855,0.009715,0.032676,0.054322
Guatemala,2002,69.10173,206,4.8,13.6718,5.859,AMR,GTM,20444.205991025003,12.289867,0.396163,1.918309,5.295734,7.844839
Guatemala,2012,78.26486,173,11.5,7.01,5.171,AMR,GTM,49593.9294871263,15.128307,0.395837,1.935543,5.72914,9.003607
Guatemala,2013,77.03867,172,13.1,6.67,5.112,AMR,GTM,52996.446269442,15.422663,0.397462,1.945907,5.749395,9.090669
Guatemala,2014,81.2859,169,12.8,6.41,5.071,AMR,GTM,57852.153058502,15.713744,0.399053,1.95795,5.767753,9.167977
Guatemala,2015,79.07421,165,14.0,6.4,5.071,AMR,GTM,62186.064718742404,16.001105,0.40286,1.971661,5.786145,9.239511
Guinea,2003,29.70402,345,30.3,10.2338,13.733,AFR,GIN,3446.44178482252,8.772259,0.327627,1.520912,3.998472,5.660589
Guinea,2010,25.30774,286,31.0,12.4656,11.669,AFR,GIN,6853.46783249407,10.270728,0.378553,1.738433,4.572927,6.702711
Guinea,2014,32.00384,290,29.8,12.9658,10.856,AFR,GIN,8778.473643318519,11.333362,0.402481,1.880752,4.93737,7.335595
Guinea,2015,30.47279,277,29.9,12.9852,10.702,AFR,GIN,8794.20239429076,11.626003,0.411631,1.914776,5.037243,7.497173
Guinea-Bissau,2000,41.35777,291,30.7,17.5428,15.956,AFR,GNB,371.095522049969,1.230855,0.047968,0.214084,0.54927,0.810406
Guinea-Bissau,2014,45.58116,282,32.2,14.1289,9.549,AFR,GNB,1054.91558135773,1.743318,0.060601,0.283716,0.74916,1.0913
Guinea-Bissau,2015,59.77285,278,32.1,13.0794,9.223,AFR,GNB,1048.2296330018899,1.788931,0.060636,0.288049,0.764934,1.116208
Guyana,2009,84.99401,252,15.6,36.3115,7.321,AMR,GUY,3165.66315273351,0.751265,0.01617,0.079994,0.247823,0.389628
Guyana,2014,85.63973,264,28.4,39.5172,7.459,AMR,GUY,4127.6601584725695,0.751126,0.015692,0.077237,0.227782,0.378394
Guyana,2015,87.53532,264,24.4,39.2983,7.431,AMR,GUY,4279.8401937046,0.755043,0.01571,0.077389,0.227148,0.378461
Haiti,2003,58.7439,297,19.3,12.0086,9.689,AMR,HTI,5071.9477980254405,8.812248,0.249395,1.206905,3.446339,5.285546
Haiti,2006,48.68502,282,18.6,12.1182,9.084,AMR,HTI,7638.739123637471,9.266293,0.251669,1.213832,3.490299,5.46163
Haiti,2015,60.68935,245,18.0,11.9741,8.181,AMR,HTI,14849.6294078872,10.563762,0.25735998,1.256625,3.611683,5.770899
Haiti,2016,61.69135,243,18.3,11.6425,8.161,AMR,HTI,14069.2775325199,10.713845,0.25860501999999996,1.259016,3.625852,5.79658
Honduras,2001,80.01103,174,15.5,2.99,4.992,AMR,HND,7651.1623023456,6.837861,0.219744,1.06452,2.900508,4.365794
Honduras,2007,83.58899,160,15.7,2.92,4.5,AMR,HND,12361.2576805627,7.924462,0.215394,1.081092,3.135056,4.80124
Honduras,2010,84.75536,156,16.4,2.66,4.348,AMR,HND,15839.3445919842,8.450936,0.211494,1.065535,3.184827,4.95944
Honduras,2011,85.1233,153,16.3,2.59,4.271,AMR,HND,17710.2756854074,8.62251,0.210159,1.059363,3.192175,5.003798
Honduras,2012,85.35555,151,16.3,3.95,4.221,AMR,HND,18528.5543975695,8.79237,0.209042,1.053214,3.19529,5.044139
Honduras,2013,85.46442,149,16.4,3.9,4.198,AMR,HND,18499.729214904,8.960654,0.208227,1.047468,3.19384,5.080636
Honduras,2014,87.19753,148,16.1,4.07,4.16,AMR,HND,19756.5339718698,9.127851,0.207899,1.042643,3.187671,5.11338
Honduras,2015,87.90683,147,16.0,4.57,4.147,AMR,HND,20979.791685416,9.29451,0.208155,1.039443,3.178687,5.142549
Honduras,2016,88.98748,145,16.4,2.66,4.183,AMR,HND,21717.604952183498,9.460798,0.208876,1.038273,3.169247,5.168388
Hungary,2004,99.02922,180,15.2,21.5952,13.1,EUR,HUN,104120.820258669,10.094499,0.093334,0.4771,1.592929,2.931491
Hungary,2014,99.05012,183,8.0,14.9597,12.8,EUR,HUN,141033.843265669,9.867906,0.0911,0.4537,1.426539,2.586489
Hungary,2015,99.38088,179,7.8,14.6034,13.4,EUR,HUN,125174.166987372,9.84425,0.0923,0.453527,1.425855,2.559488
Iceland,2003,99.0,63,8.4,12.0091,6.3,EUR,ISL,11429.333037844299,0.289806,0.004135,0.020997,0.066006,0.108922
India,2001,61.01456,222,16.6,18.6797,8.558,SEAR,IND,485441.014538638,1078.9709,27.347082,130.99544,374.16026,582.3717
India,2006,62.75447,208,16.3,17.1433,7.743,SEAR,IND,940259.8887943509,1172.3738,26.281328,131.42942,383.3766,610.169
India,2011,69.30256,191,17.4,15.5038,7.267,SEAR,IND,1823051.82990081,1257.6212,25.53345,126.92128,383.99987,623.1275
India,2015,72.2253,181,15.6,12.9173,6.67,SEAR,IND,2103588.3600663203,1322.8666,24.11994,123.07761,378.79318,625.57274
Indonesia,2004,90.38479,212,14.4,3.47,7.995,SEAR,IDN,256836.875295452,225.9386,4.524471,22.359428,66.025444,109.02429
Indonesia,2006,91.98227,190,14.2,3.22,7.323,SEAR,IDN,364570.515618357,231.79742,4.648239,22.556644,66.485456,109.29395
Indonesia,2008,92.1923,190,13.5,3.06,7.41,SEAR,IDN,510228.634990598,237.93654,4.795722,23.088384,67.26414,109.78831
Indonesia,2009,92.5817,189,13.9,2.98,7.386,SEAR,IDN,539580.085616492,240.9813,4.79503,23.370922,67.657016,110.06083
Indonesia,2011,92.81191,185,13.8,2.85,7.456,SEAR,IDN,892969.104563171,247.0997,4.856565,23.821878,68.38151,110.91278
Indonesia,2014,95.11622,180,12.7,2.62,7.43,SEAR,IDN,890814.755533537,256.22976,4.782831,24.080194,69.381944,112.50129
Indonesia,2015,95.21793,178,12.3,2.57,7.46,SEAR,IDN,860854.232686214,259.09197,4.718817,24.010696,69.63294,112.912536
Indonesia,2016,95.37697,176,12.1,2.58,7.529,SEAR,IDN,931877.364037698,261.85018,4.654031,23.815582,69.81315,113.24374
Iraq,2000,74.0522,148,20.7,5.25,6.172,EMR,IRQ,48364.2509439051,24.62886,0.858203,4.072589,10.697059,15.642603
Iraq,2012,77.2,145,18.8,5.58,5.505,EMR,IRQ,218002.481737691,33.864452,1.135676,5.225733,13.84233,20.63886
Iraq,2014,82.2,192,20.5,5.49,5.16,EMR,IRQ,228415.656174957,36.746484,1.184988,5.690892,14.883226,22.264256
Iraq,2015,79.72176,180,20.5,5.4,4.961,EMR,IRQ,166774.104959102,37.757812,1.17776,5.798061,15.199561,22.775764
Iraq,2016,83.3,174,20.4,5.33,5.13,EMR,IRQ,166602.488747885,38.69794,1.154075,5.823022,15.464037,23.210326
Ireland,2003,99.0,60,8.7,11.2587,7.3,EUR,IRL,164670.77125960198,3.958706,0.059581,0.283252,0.828163,1.460603
Israel,2004,97.1,73,7.7,6.12,5.6,EUR,ISR,139973.148371263,6.59599,0.135768,0.660427,1.824107,2.924948
Italy,2001,98.41662,73,13.9,5.37,9.6,EUR,ITA,1168023.42605638,56.99499,0.528294,2.620993,8.109439,14.560761
Italy,2011,98.84828,58,7.2,5.13,10.0,EUR,ITA,2294994.2965895,60.02595,0.545293,2.799318,8.437168,14.431369
Italy,2015,99.01579,55,5.9,4.83,10.7,EUR,ITA,1836637.71106055,60.232908,0.491469,2.601856,8.274227,14.165454
Jamaica,2014,88.13225,166,11.5,2.18,6.238,AMR,JAM,13899.2177216818,2.784542,0.03901,0.202188,0.662488,1.216203
Jamaica,2015,88.4999,167,13.3,2.17,6.653,AMR,JAM,14188.9369584343,2.794455,0.038605,0.198361,0.650356,1.196636
Japan,2002,99.0,68,11.3,17.8796,7.8,WPR,JPN,4182846.04587361,127.30174,1.152905,5.824209,17.877684,32.776456
Jordan,2003,89.89232,127,22.9,3.13,3.655,EMR,JOR,10195.627644569799,5.396122,0.152184,0.740653,2.126703,3.180807
Jordan,2005,91.13075,127,22.6,2.75,3.645,EMR,JOR,12588.9985895628,5.678541,0.158102,0.759729,2.19372,3.306791
Jordan,2007,92.19958,120,22.2,2.37,3.625,EMR,JOR,17110.437235543,6.47346,0.181732,0.860038,2.452466,3.727297
Jordan,2010,92.55104,133,22.4,2.02,3.604,EMR,JOR,27133.8042253521,6.931263,0.194227,0.925331,2.540132,3.921317
Jordan,2011,95.90445,132,25.3,1.98,3.597,EMR,JOR,29524.1491549296,7.10998,0.19519,0.946943,2.574538,3.996006
Jordan,2012,97.89032,131,23.7,1.96,3.596,EMR,JOR,31634.5616901408,7.211866,0.192512,0.951712,2.580637,4.024043
Jordan,2015,98.01435,129,24.0,1.85,3.169,EMR,JOR,38587.0178873239,9.49425,0.234536,1.179727,3.329805,5.225185
Kenya,2000,82.22908,458,26.4,15.8067,10.677,AFR,KEN,12705.3500978044,30.851604,1.15862,5.304517,14.145111,20.84232
Kenya,2007,72.15703,372,25.8,13.0081,8.457,AFR,KEN,31958.1951822406,38.036796,1.378108,6.41692,16.637521,24.84872
Kenya,2014,78.73304,239,26.6,11.0777,7.304,AFR,KEN,68285.7965142896,45.83186,1.374237,6.855339,19.249052,28.465838
Kenya,2015,78.0234,232,27.3,10.6368,7.361,AFR,KEN,70120.44689683591,46.851496,1.377745,6.812947,19.475584,28.865764
Kuwait,2005,93.27446,66,29.5,2.7,2.01,EMR,KWT,80798.63013698629,2.235409,0.042154,0.197842,0.556367,0.928528
Kuwait,2006,93.28212,65,29.0,2.72,2.036,EMR,KWT,101557.330723423,2.363417,0.048414,0.209587,0.577923,0.976263
Kuwait,2007,93.66419,86,29.5,2.59,2.014,EMR,KWT,114634.043361692,2.506774,0.051642,0.224583,0.603838,1.029093
Kuwait,2008,93.8983,85,28.5,2.92,1.997,EMR,KWT,147379.737229753,2.650941,0.053065,0.238703,0.629146,1.072248
Kuwait,2010,94.46901,84,20.1,2.43,1.834,EMR,KWT,115416.580893,2.943364,0.058431,0.26168,0.677696,1.127929
Kuwait,2012,95.51317,83,24.7,2.31,1.721,EMR,KWT,174047.996684957,3.394668,0.064957,0.297538,0.757986,1.190448
Kuwait,2013,95.58582,82,21.6,2.34,1.696,EMR,KWT,174167.89790859297,3.64652,0.066245,0.31267,0.800716,1.227307
Kuwait,2015,95.68545,80,18.8,2.4,1.761,EMR,KWT,114585.57696143,3.908745,0.061641,0.320914,0.848551,1.266697
Latvia,2000,99.74657,217,29.2,29.6331,13.6,EUR,LVA,7958.852838933951,2.392536,0.019087,0.100747,0.421697,0.763436
Latvia,2011,99.8959,243,9.0,18.1533,13.9,EUR,LVA,27474.380566265,2.076974,0.018596,0.10545,0.296289,0.563182
Latvia,2015,99.89269,227,11.2,17.1391,14.4,EUR,LVA,27263.0905470617,1.991951,0.021162,0.100223,0.298471,0.505315
Lebanon,2007,89.61244,87,14.9,2.99,4.093,EMR,LBN,24827.3550149254,4.809608,0.082858,0.421584,1.314215,2.247079
Lebanon,2009,91.18419,85,14.8,3.04,4.039,EMR,LBN,35399.5829286899,4.951138,0.083746,0.417062,1.297898,2.238395
Lebanon,2015,94.0511,85,16.2,2.87,4.235,EMR,LBN,49929.3378368159,6.398941,0.113966,0.556478,1.589868,2.674101
Liberia,2004,43.10837,306,37.3,8.48,12.134,AFR,LBR,897.0,3.122448,0.118802,0.537705,1.332232,1.937552
Liberia,2007,42.94108,286,33.6,8.73,10.765,AFR,LBR,1373.0,3.632748,0.138371,0.625511,1.568271,2.247227
Liberia,2015,47.60014,241,35.2,7.71,9.715,AFR,LBR,3227.0757,4.61233,0.150509,0.728365,1.966342,2.830381
Libya,2004,85.41682,141,21.2,4.67,4.549,EMR,LBY,33122.3076923077,5.687561,0.13100301,0.609312,1.795337,3.063874
Libya,2014,91.04144,175,23.6,6.06,5.43,EMR,LBY,57372.3525619874,6.097767,0.13094,0.670989,1.939179,2.961362
Libya,2015,91.38887,147,24.3,5.48,5.427,EMR,LBY,48717.5062734399,6.192241,0.131071,0.664684,1.953873,2.992982
Lithuania,2001,99.64575,214,22.0,42.0958,11.6,EUR,LTU,12237.3880017264,3.560145,0.032650002,0.180474,0.679735,1.192156
Lithuania,2011,99.8156,272,11.8,31.8499,13.6,EUR,LTU,43535.0514823869,3.0998,0.03137,0.153098,0.456823,0.89084
Lithuania,2015,99.82328,247,10.5,28.9273,14.4,EUR,LTU,41435.5333403883,2.963764,0.031309,0.154766,0.431207,0.796591
Luxembourg,2000,100.0,65,17.9,13.446,8.6,EUR,LUX,21230.1829893036,0.435634,0.00559,0.028441,0.082608,0.132322
Malawi,2010,61.30972,366,30.6,16.0307,11.412,AFR,MWI,10128.3230106049,14.718426,0.573282,2.721015,6.849579,9.738797
Malawi,2014,65.14537,279,32.1,12.7697,8.376,AFR,MWI,8801.32616914547,16.477972,0.585504,2.842452,7.621392,10.855317
Malawi,2015,62.14354,266,32.4,12.5862,8.005,AFR,MWI,9219.47437931534,16.938944,0.586369,2.862908,7.790838,11.135943
Malaysia,2000,88.68776,145,26.8,6.1,4.584,WPR,MYS,93789.7368421053,22.945152,0.530328,2.70518,7.693546,11.904225
Malaysia,2010,93.11789,170,25.1,5.3,5.009,WPR,MYS,255017.63845559,28.717728,0.485331,2.533746,7.990778,13.756874
Malaysia,2015,94.63699,160,22.8,5.22,5.096,WPR,MYS,301355.26696494705,31.068834,0.52813,2.570159,7.8221,13.567895
Maldives,2000,96.3265,142,1.8,5.3,4.458,SEAR,MDV,624.3371452846219,0.28252,0.005787,0.031816,0.113165,0.174615
Maldives,2006,98.3979,88,2.5,3.77,3.74,SEAR,MDV,1575.2003909349,0.314411,0.005867,0.027903,0.097706,0.178828
Maldives,2014,98.61012,57,2.5,2.88,2.718,SEAR,MDV,3697.3530365864804,0.416746,0.007424,0.037098,0.097446,0.183466
Maldives,2015,99.32102,54,2.6,2.95,2.718,SEAR,MDV,4129.50531981871,0.43559,0.007532,0.037666,0.099933,0.184351
Maldives,2016,97.73495,53,0.9,3.15,2.738,SEAR,MDV,4409.94262338674,0.454263,0.007593,0.038102,0.102618,0.185222
Mali,2003,24.0,316,24.5,8.55,14.435,AFR,MLI,4714.0719796883495,12.342167,0.54062,2.33772,5.720064,8.293336
Mali,2006,26.17655,298,23.9,8.65,13.233,AFR,MLI,6905.93421790901,13.623541,0.601845,2.635668,6.344461,9.118734
Mali,2010,31.09975,283,24.2,8.69,11.812,AFR,MLI,10689.1680162613,15.529183,0.673763,3.022098,7.327585,10.355223
Mali,2011,30.61867,281,24.0,8.68,11.498,AFR,MLI,12995.112690259599,16.039734,0.692489,3.116178,7.602453,10.692983
Mali,2015,33.06889,277,23.2,8.46,10.211,AFR,MLI,13104.764378326001,18.11291,0.754891,3.474879,8.715877,12.123765
Malta,2005,92.36309,63,4.2,4.37,7.8,EUR,MLT,6416.1842358384,0.410217,0.003879,0.019585,0.068966,0.127822
Malta,2011,93.30736,59,4.8,5.73,7.8,EUR,MLT,9638.728635014299,0.423577,0.004189,0.020187,0.06152,0.118304
Malta,2015,94.06661,55,2.8,6.55,7.7,EUR,MLT,11091.4836596156,0.456585,0.004497,0.021926,0.062377,0.119831
Mauritius,2000,84.30309,172,16.1,11.4715,6.7,AFR,MUS,4663.3210814445,1.21593,0.020399,0.100892,0.311442,0.53123
Mauritius,2011,89.24984,212,15.0,8.56,7.3,AFR,MUS,11518.4134299684,1.286239,0.015179,0.081121,0.275873,0.47903
Mauritius,2012,91.76601,152,14.0,9.23,7.4,AFR,MUS,11668.6963967887,1.288753,0.014999,0.078559,0.270458,0.473916
Mauritius,2013,91.49003,193,12.2,7.77,7.5,AFR,MUS,12292.9741414044,1.290698,0.014347,0.075971,0.26525,0.467979
Mauritius,2014,92.47476,194,13.1,9.85,7.7,AFR,MUS,13074.1299520532,1.292112,0.013748,0.073603,0.259261,0.461069
Mauritius,2015,92.7076,195,13.8,7.51,7.7,AFR,MUS,12007.291045648899,1.293159,0.013414,0.071538,0.252412,0.45316
Mauritius,2016,93.15784,194,13.7,7.58,8.1,AFR,MUS,12594.155464413601,1.293909,0.013206,0.06957,0.245738,0.444655
Mexico,2000,90.53562,138,14.2,3.86,4.997,AMR,MEX,742061.32964337,97.87345,2.29868,11.28359,33.510904,52.96137
Mexico,2002,90.27465,136,14.4,4.15,4.946,AMR,MEX,810666.116505478,100.91708,2.3083,11.37012,33.706904,53.386264
Mexico,2004,90.95374,166,15.0,4.26,5.001,AMR,MEX,819459.227375022,103.945816,2.289,11.442299,33.837504,53.78194
Mexico,2005,91.63027,168,15.6,4.35,5.078,AMR,MEX,917571.853345583,105.4424,2.277474,11.425257,33.846944,53.971532
Mexico,2006,91.73452,166,15.6,4.25,5.177,AMR,MEX,1020265.05769851,106.88679,2.264401,11.376988,33.819984,54.12195
Mexico,2007,92.79517,164,14.1,4.3,5.302,AMR,MEX,1102355.55478894,108.30298,2.252995,11.323923,33.776732,54.237384
Mexico,2008,92.9256,171,15.4,4.58,5.426,AMR,MEX,1161553.4598948,109.6845,2.245503,11.27204,33.72594,54.33108
Mexico,2009,93.44188,174,15.8,4.81,5.533,AMR,MEX,943437.415098633,111.04942,2.240166,11.22508,33.667836,54.41767
Mexico,2010,93.06894,178,14.5,4.66,5.594,AMR,MEX,1105424.23888937,112.5324,2.236667,11.188905,33.63105,54.5804
Mexico,2011,93.51998,175,14.4,5.36,5.597,AMR,MEX,1229013.70325577,114.15048,2.238594,11.168989,33.631652,54.78015
Mexico,2012,94.2284,171,14.6,4.95,5.642,AMR,MEX,1255110.42474185,115.75591,2.240979,11.15095,33.608196,54.877664
Mexico,2013,93.96285,165,13.3,5.28,5.696,AMR,MEX,1327436.29036097,117.29068,2.22416,11.111027,33.518592,54.87062
Mexico,2014,94.55588,167,13.3,5.72,5.805,AMR,MEX,1364507.7174636698,118.75589,2.190528,11.041693,33.372536,54.777656
Mexico,2015,94.47228,167,13.6,5.6,6.007,AMR,MEX,1213294.46752759,120.149896,2.15786,10.946844,33.173714,54.605016
Mexico,2016,94.85962,164,13.6,5.57,6.305,AMR,MEX,1112233.4973991201,121.519224,2.123414,10.833339,32.965536,54.43275
Mongolia,2000,97.76885,273,15.9,23.6307,7.359,WPR,MNG,1136.8961236129799,2.450988,0.050297,0.252868,0.862856,1.385844
Mongolia,2010,98.257,234,18.6,22.3994,6.729,WPR,MNG,7189.48199890094,2.702527,0.065878,0.289825,0.759144,1.328578
Mongolia,2015,98.36764,213,19.4,19.6771,6.158,WPR,MNG,11619.892590694099,2.964756,0.075278,0.35564,0.868274,1.37212
