,Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Literarcy rate,Disease_deaths,Road traffic death rate,Suicide rate,Deaths,ParentLocationCode,Country Code,GDP,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25
122,Ecuador,2012,0.200859789,0.880168666,0.341702804,4.296968596,0.667943026,2.96169661,1.785086944,92.06473,158,22.3,10.2622,4.793,AMR,ECU,87924.544,15.483884,0.323575,1.604111,4.703195,7.630483
123,Ecuador,2013,0.201224176,0.88067033,0.346010023,4.29867431,0.668269456,2.965012949,1.772734652,93.29463,152,22.1,9.68,4.762,AMR,ECU,95129.659,15.722988,0.316487,1.60244,4.709401,7.660096
124,Ecuador,2014,0.201619297,0.881208801,0.350229109,4.300374821,0.668813964,2.967176226,1.758529911,94.22264,149,24.0,8.9,4.752,AMR,ECU,101726.331,15.957995,0.308471,1.59087,4.706915,7.680702
125,Ecuador,2015,0.202036085,0.881770682,0.354658992,4.302068513,0.668551353,2.970412984,1.742633819,94.45566,146,23.5,8.88,4.773,AMR,ECU,99290.381,16.195904,0.302512,1.5717,4.699314,7.696569
126,Ecuador,2016,0.202470236,0.882354196,0.359142054,4.303725567,0.669107868,2.973805454,1.725335166,94.35023,142,21.2,9.06,4.86,AMR,ECU,99937.696,16.439588,0.298271,1.546358,4.688584,7.709708
127,El Salvador,2004,0.193108774,0.761950456,0.213523678,2.902326397,0.579354671,3.066272352,2.963208465,80.77836,209,35.6,7.34,6.408,AMR,SLV,13724.8109,6.035653,0.125636,0.671999,2.137923,3.295342
128,El Salvador,2006,0.193704376,0.76367904,0.21863849,2.911101902,0.581638555,3.051030091,2.887121108,83.55946,203,32.9,6.99,6.705,AMR,SLV,15999.89,6.034439,0.11841,0.620968,2.078375,3.2295
129,El Salvador,2007,0.194084131,0.764657013,0.220663091,2.916086496,0.582179334,3.043547848,2.856143089,82.02863,200,30.9,8.48,6.814,AMR,SLV,17011.75,6.04413,0.118486,0.602709,2.048478,3.210513
130,El Salvador,2008,0.194483721,0.765609933,0.22309231,2.920970826,0.58259525,3.037453309,2.827514351,83.9513,198,28.4,7.28,6.74,AMR,SLV,17986.89,6.068108,0.118776,0.591757,2.018227,3.203561
131,El Salvador,2009,0.194857346,0.766439777,0.225559362,2.925243461,0.583040644,3.032827932,2.801695757,84.10289,197,24.6,8.95,6.75,AMR,SLV,17601.62,6.091181,0.117526,0.584731,1.983754,3.196695
132,El Salvador,2010,0.19515485,0.767035801,0.227827858,2.92834152,0.583812256,3.030472405,2.779134666,84.49272,192,22.3,6.4,6.758,AMR,SLV,18447.92,6.114039,0.116918,0.581147,1.947132,3.189659
133,El Salvador,2011,0.195420481,0.767472459,0.229858257,2.930574088,0.585721389,3.027701424,2.758676657,85.49399,189,21.1,8.02,6.892,AMR,SLV,20283.78,6.137354,0.116822,0.580139,1.910139,3.18193
134,El Salvador,2013,0.19609121,0.76845426,0.234488153,2.935404219,0.59375957,3.025320105,2.718956744,86.76758,184,19.0,6.72,7.149,AMR,SLV,21990.96,6.185641,0.115837,0.575818,1.836501,3.159222
135,El Salvador,2015,0.196909167,0.769540792,0.239301679,2.940689414,0.604498002,3.024101578,2.68271679,87.96985,180,20.8,6.78,7.07,AMR,SLV,23438.24,6.231072,0.114042,0.571125,1.767578,3.11975
136,El Salvador,2016,0.197357005,0.770066166,0.241685455,2.943085569,0.611135229,3.025543475,2.667580134,88.14177,177,22.2,5.77,6.925,AMR,SLV,24191.43,6.250513,0.11061,0.565027,1.736065,3.09023
137,Finland,2000,0.26796276,1.013630529,0.55995596,3.707368463,0.808128013,5.345003734,2.855875145,100.0,143,8.1,21.7401,9.5,EUR,FIN,126019.543413334,5.176208,0.056971,0.29439,0.939627,1.599291
138,France,2003,0.258904919,0.969512605,0.539297905,6.77774746,1.120601739,4.30294433,1.424033791,99.0,60,10.1,15.7493,9.1,EUR,FRA,1844544.79203686,59.72826,0.734821,3.707059,11.052174,18.79984
139,Gabon,2004,0.181020338,0.636304028,0.220421171,3.280894271,0.597849193,4.159301936,1.525989939,81.84552,338,25.1,15.2137,9.405,AFR,GAB,7770.21900821293,1.417115,0.044042,0.206236,0.559254,0.848322
140,Gabon,2012,0.181051904,0.637705899,0.221466084,3.288611724,0.57151285,4.05984834,1.486480977,82.2838,269,24.1,13.9719,7.914,AFR,GAB,17170.4640160593,1.836711,0.057447,0.265056,0.680169,1.040471
141,Gabon,2015,0.181283046,0.638097748,0.223865433,3.294890436,0.569826032,4.049273517,1.474537913,83.23788,228,22.9,15.1732,7.418,AFR,GAB,14383.1077626952,2.028524,0.060635,0.289776,0.743648,1.123413
142,Georgia,2002,0.189124045,0.705862477,0.129052541,2.606253776,0.439267378,2.777237776,1.8479395,99.65235,215,12.5,7.34,11.409,EUR,GEO,3395.76667767315,4.061127,0.047575,0.246762,0.900114,1.538912
143,Georgia,2014,0.195208699,0.707955433,0.164707621,2.598646632,0.478933485,2.791195332,2.062926497,99.58619,231,14.5,8.58,12.576,EUR,GEO,17627.332900258098,3.774232,0.056692,0.273382,0.717252,1.230753
144,Georgia,2015,0.195736974,0.708309429,0.166973792,2.59969208,0.483851951,2.793426174,2.070307045,99.75962,232,15.8,8.79,12.531,EUR,GEO,14953.6737961929,3.771135,0.058308,0.276653,0.730885,1.222863
145,Germany,2003,0.25189939,0.773913984,0.493888593,6.604618473,0.850114235,3.882225923,2.038042674,99.0,60,8.4,10.7872,10.3,EUR,DEU,2501640.38848235,81.34681,0.705865,3.747469,12.1597,21.477192
146,Ghana,2000,0.169003399,0.635269988,0.121456774,2.896192364,0.538842481,3.367331959,0.972234621,57.89747,310,25.8,9.75,9.922,AFR,GHA,4982.850662208511,19.665506,0.658024,3.015549,8.314468,12.597228
147,Ghana,2010,0.171514535,0.637854848,0.130682544,2.905608173,0.597605951,3.371396544,0.993747621,71.49707,269,23.7,13.2592,8.626,AFR,GHA,32197.655566534697,25.574722,0.801228,3.795746,10.018555,15.195525
148,Ghana,2015,0.174007391,0.640803545,0.141230846,2.923209136,0.615468421,3.382018341,1.003159231,76.5759,245,24.4,12.0199,7.773,AFR,GHA,49406.0098119819,28.870946,0.876723,4.2086,11.218818,16.669275
149,Greece,2001,0.251014017,0.94484823,0.533615779,5.722313346,0.485838523,4.269788,1.077282545,95.99436,47,18.2,2.52,9.4,EUR,GRC,136309.29522534,11.072182,0.107379,0.533255,1.617539,3.167244
150,Greece,2009,0.25412074,0.946554071,0.575400515,5.800585452,0.518860408,4.339084436,1.130702781,93.90511,44,14.9,2.87,9.8,EUR,GRC,331308.500253274,11.055503,0.111981,0.544798,1.60245,2.832646
151,Greece,2014,0.253543377,0.947956673,0.572011341,5.801558829,0.541156175,4.252703684,1.133881205,97.53238,67,9.3,4.04,10.4,EUR,GRC,235458.133124608,10.862972,0.091308,0.510221,1.587613,2.711621
152,Greece,2015,0.253299508,0.94828589,0.568756127,5.79851846,0.545629699,4.231759028,1.131752876,95.29287,68,9.3,3.78,11.2,EUR,GRC,195683.527003375,10.806644,0.089759,0.49153,1.572421,2.691318
153,Grenada,2003,0.196707408,0.891215399,0.259349053,4.556061734,0.77087814,2.808577384,1.65206693,96.0,175,1.9,2.57,7.272,AMR,GRD,591.018407407407,0.10875,0.001855,0.009715,0.032676,0.054322
154,Guatemala,2002,0.189343629,0.733344458,0.213666444,2.858474819,0.704220334,3.487929053,2.936396059,69.10173,206,4.8,13.6718,5.859,AMR,GTM,20444.205991025003,12.289867,0.396163,1.918309,5.295734,7.844839
155,Guatemala,2012,0.191989277,0.740777398,0.224416964,2.896401437,0.680092989,3.305922904,2.707823911,78.26486,173,11.5,7.01,5.171,AMR,GTM,49593.9294871263,15.128307,0.395837,1.935543,5.72914,9.003607
156,Guatemala,2013,0.192230278,0.741241311,0.225905592,2.898380757,0.678452384,3.285049991,2.696391892,77.03867,172,13.1,6.67,5.112,AMR,GTM,52996.446269442,15.422663,0.397462,1.945907,5.749395,9.090669
157,Guatemala,2014,0.192491043,0.741737337,0.227451225,2.900450927,0.67776277,3.265866748,2.683840983,81.2859,169,12.8,6.41,5.071,AMR,GTM,57852.153058502,15.713744,0.399053,1.95795,5.767753,9.167977
158,Guatemala,2015,0.192765009,0.742245466,0.228957441,2.902515247,0.677788813,3.249041615,2.670481057,79.07421,165,14.0,6.4,5.071,AMR,GTM,62186.0647187424,16.001105,0.40286,1.971661,5.786145,9.239511
159,Guinea,2003,0.165116363,0.62727788,0.107666026,2.896228628,0.429227072,3.52788253,0.922067039,29.70402,345,30.3,10.2338,13.733,AFR,GIN,3446.44178482252,8.772259,0.327627,1.520912,3.998472,5.660589
160,Guinea,2010,0.16481508,0.627794804,0.106578736,2.890891527,0.434596585,3.537795684,0.935873009,25.30774,286,31.0,12.4656,11.669,AFR,GIN,6853.46783249407,10.270728,0.378553,1.738433,4.572927,6.702711
161,Guinea,2014,0.165411364,0.62863242,0.109006132,2.894245625,0.443210756,3.54656596,0.941168385,32.00384,290,29.8,12.9658,10.856,AFR,GIN,8778.473643318519,11.333362,0.402481,1.880752,4.93737,7.335595
162,Guinea,2015,0.165683439,0.628972446,0.109931413,2.896094519,0.446692972,3.550240842,0.942849459,30.47279,277,29.9,12.9852,10.702,AFR,GIN,8794.20239429076,11.626003,0.411631,1.914776,5.037243,7.497173
163,Guinea-Bissau,2000,0.161998837,0.609683223,0.108880134,2.895054389,0.45779215,3.595993066,0.989481861,41.35777,291,30.7,17.5428,15.956,AFR,GNB,371.095522049969,1.230855,0.047968,0.214084,0.54927,0.810406
164,Guinea-Bissau,2014,0.162516135,0.613948584,0.108791678,2.910358503,0.47254908,3.659407558,0.982174841,45.58116,282,32.2,14.1289,9.549,AFR,GNB,1054.91558135773,1.743318,0.060601,0.283716,0.74916,1.0913
165,Guinea-Bissau,2015,0.162692973,0.614228389,0.109678446,2.911760515,0.475158306,3.66096488,0.981464473,59.77285,278,32.1,13.0794,9.223,AFR,GNB,1048.22963300189,1.788931,0.060636,0.288049,0.764934,1.116208
166,Guyana,2009,0.183647139,0.840966211,0.212965267,4.506029005,0.710962467,4.235203053,2.04369944,84.99401,252,15.6,36.3115,7.321,AMR,GUY,3165.66315273351,0.751265,0.01617,0.079994,0.247823,0.389628
167,Guyana,2014,0.185125694,0.843878941,0.226556069,4.530527435,0.716809692,4.21723839,2.05211554,85.63973,264,28.4,39.5172,7.459,AMR,GUY,4127.6601584725695,0.751126,0.015692,0.077237,0.227782,0.378394
168,Guyana,2015,0.185546408,0.844592418,0.230386703,4.53600279,0.720858753,4.196996611,2.055865102,87.53532,264,24.4,39.2983,7.431,AMR,GUY,4279.8401937046,0.755043,0.01571,0.077389,0.227148,0.378461
169,Haiti,2003,0.170665178,0.797983699,0.158508076,4.482627093,0.608278505,2.95723891,1.657411716,58.7439,297,19.3,12.0086,9.689,AMR,HTI,5071.9477980254405,8.812248,0.249395,1.206905,3.446339,5.285546
170,Haiti,2006,0.17085535,0.798215075,0.158211938,4.487021611,0.611794244,2.959837418,1.654117104,48.68502,282,18.6,12.1182,9.084,AMR,HTI,7638.739123637471,9.266293,0.251669,1.213832,3.490299,5.46163
171,Haiti,2015,0.172145814,0.800495727,0.159399699,4.51290511,0.632716902,2.964076942,1.656284366,60.68935,245,18.0,11.9741,8.181,AMR,HTI,14849.6294078872,10.563762,0.25735998,1.256625,3.611683,5.770899
172,Haiti,2016,0.172227984,0.800913323,0.160096555,4.515561725,0.638273189,2.959488783,1.653281853,61.69135,243,18.3,11.6425,8.161,AMR,HTI,14069.2775325199,10.713845,0.2586050199999999,1.259016,3.625852,5.79658
173,Honduras,2001,0.186067926,0.741451952,0.181863682,2.822468827,0.671934167,2.679204683,1.766170962,80.01103,174,15.5,2.99,4.992,AMR,HND,7651.1623023456,6.837861,0.219744,1.06452,2.900508,4.365794
174,Honduras,2007,0.187163955,0.745238469,0.188212215,2.841236835,0.682867969,2.720641076,1.762798266,83.58899,160,15.7,2.92,4.5,AMR,HND,12361.2576805627,7.924462,0.215394,1.081092,3.135056,4.80124
175,Honduras,2010,0.188100483,0.747807603,0.19304327,2.851968084,0.683614395,2.729848124,1.765862189,84.75536,156,16.4,2.66,4.348,AMR,HND,15839.3445919842,8.450936,0.211494,1.065535,3.184827,4.95944
176,Honduras,2011,0.188283067,0.748350139,0.194494887,2.854811647,0.684214689,2.731877337,1.765911737,85.1233,153,16.3,2.59,4.271,AMR,HND,17710.2756854074,8.62251,0.210159,1.059363,3.192175,5.003798
177,Honduras,2012,0.188486032,0.748905137,0.196186353,2.857843293,0.686766271,2.736479363,1.765882407,85.35555,151,16.3,3.95,4.221,AMR,HND,18528.5543975695,8.79237,0.209042,1.053214,3.19529,5.044139
178,Honduras,2013,0.188718323,0.749514778,0.197404257,2.861206138,0.689583749,2.739904311,1.765951917,85.46442,149,16.4,3.9,4.198,AMR,HND,18499.729214904,8.960654,0.208227,1.047468,3.19384,5.080636
179,Honduras,2014,0.188970848,0.750140405,0.198698878,2.86464157,0.692460725,2.742930392,1.766274877,87.19753,148,16.1,4.07,4.16,AMR,HND,19756.5339718698,9.127851,0.207899,1.042643,3.187671,5.11338
180,Honduras,2015,0.18923826,0.750782558,0.201098624,2.868273328,0.696498967,2.745759728,1.766643615,87.90683,147,16.0,4.57,4.147,AMR,HND,20979.791685416,9.29451,0.208155,1.039443,3.178687,5.142549
181,Honduras,2016,0.189519734,0.75142617,0.202624049,2.871930191,0.69999051,2.749570234,1.767381101,88.98748,145,16.4,2.66,4.183,AMR,HND,21717.604952183498,9.460798,0.208876,1.038273,3.169247,5.168388
182,Hungary,2004,0.202206917,0.699865733,0.214008881,3.454418812,0.671379331,2.87493992,2.281156052,99.02922,180,15.2,21.5952,13.1,EUR,HUN,104120.820258669,10.094499,0.093334,0.4771,1.592929,2.931491
183,Hungary,2014,0.205078845,0.702827336,0.232605723,3.460272688,0.721495802,2.753655604,2.149118846,99.05012,183,8.0,14.9597,12.8,EUR,HUN,141033.843265669,9.867906,0.0911,0.4537,1.426539,2.586489
184,Hungary,2015,0.205242274,0.703031013,0.234707643,3.458543715,0.717385663,2.754502703,2.135475598,99.38088,179,7.8,14.6034,13.4,EUR,HUN,125174.166987372,9.84425,0.0923,0.453527,1.425855,2.559488
185,Iceland,2003,0.256459464,0.950286589,0.519550215,5.289296276,0.701561001,3.45846849,1.181182394,99.0,63,8.4,12.0091,6.3,EUR,ISL,11429.3330378443,0.289806,0.004135,0.020997,0.066006,0.108922
186,India,2001,0.261884988,0.553012207,0.116833048,3.284842827,0.503516617,3.932222784,1.512144895,61.01456,222,16.6,18.6797,8.558,SEAR,IND,485441.014538638,1078.9709,27.347082,130.99544,374.16026,582.3717
187,India,2006,0.262611986,0.553799606,0.126230606,3.309677048,0.501409153,3.939382011,1.451933787,62.75447,208,16.3,17.1433,7.743,SEAR,IND,940259.8887943508,1172.3738,26.281328,131.42942,383.3766,610.169
188,India,2011,0.263562777,0.555143889,0.139098805,3.286322758,0.503233826,3.520174362,1.178417815,69.30256,191,17.4,15.5038,7.267,SEAR,IND,1823051.82990081,1257.6212,25.53345,126.92128,383.99987,623.1275
189,India,2015,0.260508924,0.556389509,0.151149784,3.294846019,0.517256478,3.515554488,1.128305647,72.2253,181,15.6,12.9173,6.67,SEAR,IND,2103588.3600663203,1322.8666,24.11994,123.07761,378.79318,625.57274
190,Indonesia,2004,0.221777121,0.53846993,0.122269177,3.266156585,0.549070842,2.634367185,0.577599103,90.38479,212,14.4,3.47,7.995,SEAR,IDN,256836.875295452,225.9386,4.524471,22.359428,66.025444,109.02429
191,Indonesia,2006,0.22243701,0.538913475,0.123952834,3.268861374,0.551714043,2.632223554,0.58624957,91.98227,190,14.2,3.22,7.323,SEAR,IDN,364570.515618357,231.79742,4.648239,22.556644,66.485456,109.29395
192,Indonesia,2008,0.223426515,0.538870182,0.126898395,3.270111694,0.558682593,2.618158123,0.620543836,92.1923,190,13.5,3.06,7.41,SEAR,IDN,510228.634990598,237.93654,4.795722,23.088384,67.26414,109.78831
193,Indonesia,2009,0.22397435,0.538839479,0.128568438,3.27062036,0.562510665,2.612386785,0.636352064,92.5817,189,13.9,2.98,7.386,SEAR,IDN,539580.085616492,240.9813,4.79503,23.370922,67.657016,110.06083
194,Indonesia,2011,0.225059013,0.53900944,0.132298584,3.271587657,0.569060321,2.610546691,0.64534204,92.81191,185,13.8,2.85,7.456,SEAR,IDN,892969.104563171,247.0997,4.856565,23.821878,68.38151,110.91278
195,Indonesia,2014,0.227347093,0.539631972,0.139723995,3.274875025,0.578526106,2.619625282,0.648908122,95.11622,180,12.7,2.62,7.43,SEAR,IDN,890814.755533537,256.22976,4.782831,24.080194,69.381944,112.50129
196,Indonesia,2015,0.22827336,0.539916092,0.142546479,3.276481935,0.581600957,2.625925965,0.64969883,95.21793,178,12.3,2.57,7.46,SEAR,IDN,860854.232686214,259.09197,4.718817,24.010696,69.63294,112.912536
197,Indonesia,2016,0.229259864,0.540234427,0.145616386,3.27817848,0.585002891,2.633091077,0.650251795,95.37697,176,12.1,2.58,7.529,SEAR,IDN,931877.364037698,261.85018,4.654031,23.815582,69.81315,113.24374
198,Iraq,2000,0.184290684,0.66174244,0.167823877,4.682210754,1.807664831,3.685493313,0.648437675,74.0522,148,20.7,5.25,6.172,EMR,IRQ,48364.2509439051,24.62886,0.858203,4.072589,10.697059,15.642603
199,Iraq,2012,0.187411419,0.664457625,0.191374682,4.697118998,1.738101819,3.726960195,0.654694905,77.2,145,18.8,5.58,5.505,EMR,IRQ,218002.481737691,33.864452,1.135676,5.225733,13.84233,20.63886
200,Iraq,2014,0.188192349,0.665087681,0.197428877,4.70473356,1.68990915,3.778974256,0.654012849,82.2,192,20.5,5.49,5.16,EMR,IRQ,228415.656174957,36.746484,1.184988,5.690892,14.883226,22.264256
201,Iraq,2015,0.188658658,0.665480929,0.201027404,4.710037928,1.656386108,3.8134914,0.653407608,79.72176,180,20.5,5.4,4.961,EMR,IRQ,166774.104959102,37.757812,1.17776,5.798061,15.199561,22.775764
202,Iraq,2016,0.189173067,0.665932045,0.204729074,4.716061117,1.614594073,3.85036744,0.652618106,83.3,174,20.4,5.33,5.13,EMR,IRQ,166602.488747885,38.69794,1.154075,5.823022,15.464037,23.210326
203,Ireland,2003,0.316758734,0.801556293,0.485067343,5.72601464,1.096066709,4.357450875,1.894388187,99.0,60,8.7,11.2587,7.3,EUR,IRL,164670.77125960198,3.958706,0.059581,0.283252,0.828163,1.460603
204,Israel,2004,0.260892267,0.923394566,0.425134367,3.017566893,0.693811574,4.180605666,0.542486785,97.1,73,7.7,6.12,5.6,EUR,ISR,139973.148371263,6.59599,0.135768,0.660427,1.824107,2.924948
205,Italy,2001,0.236413378,0.950568376,0.627054974,5.298265763,1.418299523,3.44957793,0.45015484,98.41662,73,13.9,5.37,9.6,EUR,ITA,1168023.42605638,56.99499,0.528294,2.620993,8.109439,14.560761
206,Italy,2011,0.23697265,0.946343043,0.620216944,5.632372457,1.335062367,3.455117641,0.467204114,98.84828,58,7.2,5.13,10.0,EUR,ITA,2294994.2965895,60.02595,0.545293,2.799318,8.437168,14.431369
207,Italy,2015,0.236544971,0.946536418,0.623937538,5.630366868,1.219242365,3.458618326,0.465701935,99.01579,55,5.9,4.83,10.7,EUR,ITA,1836637.71106055,60.232908,0.491469,2.601856,8.274227,14.165454
208,Jamaica,2014,0.199222464,0.927137233,0.25869677,4.57362726,0.951748277,2.568290478,1.448373338,88.13225,166,11.5,2.18,6.238,AMR,JAM,13899.2177216818,2.784542,0.03901,0.202188,0.662488,1.216203
209,Jamaica,2015,0.199259069,0.927324414,0.259079231,4.574924768,0.950794478,2.575587357,1.444198486,88.4999,167,13.3,2.17,6.653,AMR,JAM,14188.9369584343,2.794455,0.038605,0.198361,0.650356,1.196636
210,Japan,2002,0.291140359,0.688150179,0.453118032,3.50110853,0.84990322,3.016932574,0.566647995,99.0,68,11.3,17.8796,7.8,WPR,JPN,4182846.04587361,127.30174,1.152905,5.824209,17.877684,32.776456
211,Jordan,2003,0.191269246,0.810038834,0.166052771,4.929621622,1.409646181,3.731476928,0.633772166,89.89232,127,22.9,3.13,3.655,EMR,JOR,10195.6276445698,5.396122,0.152184,0.740653,2.126703,3.180807
212,Jordan,2005,0.191742662,0.8098286,0.16892653,4.926697071,1.386940524,3.696962978,0.633982046,91.13075,127,22.6,2.75,3.645,EMR,JOR,12588.9985895628,5.678541,0.158102,0.759729,2.19372,3.306791
213,Jordan,2007,0.192036448,0.809994929,0.174414199,4.9213558,1.429820296,3.644576577,0.640317719,92.19958,120,22.2,2.37,3.625,EMR,JOR,17110.437235543,6.47346,0.181732,0.860038,2.452466,3.727297
214,Jordan,2010,0.192497613,0.810320564,0.182015131,4.910989401,1.526064874,3.574124811,0.652093012,92.55104,133,22.4,2.02,3.604,EMR,JOR,27133.8042253521,6.931263,0.194227,0.925331,2.540132,3.921317
215,Jordan,2011,0.192641645,0.810416927,0.183502448,4.907161845,1.54180081,3.567991149,0.653258213,95.90445,132,25.3,1.98,3.597,EMR,JOR,29524.1491549296,7.10998,0.19519,0.946943,2.574538,3.996006
216,Jordan,2012,0.192807922,0.810526177,0.184839307,4.903168948,1.558183713,3.561739094,0.654368516,97.89032,131,23.7,1.96,3.596,EMR,JOR,31634.5616901408,7.211866,0.192512,0.951712,2.580637,4.024043
217,Jordan,2015,0.193414632,0.810958499,0.187600325,4.892518692,1.601700248,3.554959553,0.656818781,98.01435,129,24.0,1.85,3.169,EMR,JOR,38587.0178873239,9.49425,0.234536,1.179727,3.329805,5.225185
218,Kenya,2000,0.167644288,0.637130591,0.121763533,3.604493352,0.464098338,3.711449205,1.270386037,82.22908,458,26.4,15.8067,10.677,AFR,KEN,12705.3500978044,30.851604,1.15862,5.304517,14.145111,20.84232
219,Kenya,2007,0.168683906,0.639996943,0.123634897,3.612190817,0.466784475,3.642445948,1.276538654,72.15703,372,25.8,13.0081,8.457,AFR,KEN,31958.1951822406,38.036796,1.378108,6.41692,16.637521,24.84872
220,Kenya,2014,0.169935827,0.641046127,0.129954716,3.625599224,0.481600221,3.521564987,1.250475618,78.73304,239,26.6,11.0777,7.304,AFR,KEN,68285.7965142896,45.83186,1.374237,6.855339,19.249052,28.465838
221,Kenya,2015,0.170213917,0.641195703,0.131502138,3.630832461,0.483445943,3.51488768,1.249349447,78.0234,232,27.3,10.6368,7.361,AFR,KEN,70120.44689683591,46.851496,1.377745,6.812947,19.475584,28.865764
222,Kuwait,2005,0.214008349,0.854877713,0.314030932,4.751030873,1.442962126,3.564093943,0.673594947,93.27446,66,29.5,2.7,2.01,EMR,KWT,80798.63013698629,2.235409,0.042154,0.197842,0.556367,0.928528
223,Kuwait,2006,0.214187869,0.855565015,0.317796484,4.763917388,1.453695569,3.562302321,0.674843966,93.28212,65,29.0,2.72,2.036,EMR,KWT,101557.330723423,2.363417,0.048414,0.209587,0.577923,0.976263
224,Kuwait,2007,0.214395002,0.856458067,0.323515204,4.779988037,1.48262213,3.553384756,0.677824513,93.66419,86,29.5,2.59,2.014,EMR,KWT,114634.043361692,2.506774,0.051642,0.224583,0.603838,1.029093
225,Kuwait,2008,0.214604887,0.85749933,0.328878437,4.798496558,1.521570419,3.543229761,0.681293727,93.8983,85,28.5,2.92,1.997,EMR,KWT,147379.737229753,2.650941,0.053065,0.238703,0.629146,1.072248
226,Kuwait,2010,0.214855863,0.859557652,0.337002158,4.839240158,1.574597607,3.539317754,0.684500125,94.46901,84,20.1,2.43,1.834,EMR,KWT,115416.580893,2.943364,0.058431,0.26168,0.677696,1.127929
227,Kuwait,2012,0.214907247,0.861369805,0.341425782,4.879220646,1.58597707,3.558860676,0.682707042,95.51317,83,24.7,2.31,1.721,EMR,KWT,174047.996684957,3.394668,0.064957,0.297538,0.757986,1.190448
228,Kuwait,2013,0.214924934,0.862206104,0.34303931,4.898052985,1.592435732,3.571216745,0.681867254,95.58582,82,21.6,2.34,1.696,EMR,KWT,174167.89790859295,3.64652,0.066245,0.31267,0.800716,1.227307
229,Kuwait,2015,0.214920123,0.863718463,0.345495953,4.933716738,1.597620661,3.598982524,0.680048368,95.68545,80,18.8,2.4,1.761,EMR,KWT,114585.57696143,3.908745,0.061641,0.320914,0.848551,1.266697
230,Latvia,2000,0.191897495,0.692261913,0.175497801,2.930595821,0.902568425,3.831643482,4.61080276,99.74657,217,29.2,29.6331,13.6,EUR,LVA,7958.852838933951,2.392536,0.019087,0.100747,0.421697,0.763436
231,Latvia,2011,0.197720328,0.695721815,0.214265207,2.943654985,1.025065621,3.498914408,4.496108791,99.8959,243,9.0,18.1533,13.9,EUR,LVA,27474.380566265,2.076974,0.018596,0.10545,0.296289,0.563182
232,Latvia,2015,0.199002906,0.696197563,0.222607227,2.944218784,1.038212445,3.493756139,4.457263222,99.89269,227,11.2,17.1391,14.4,EUR,LVA,27263.0905470617,1.991951,0.021162,0.100223,0.298471,0.505315
233,Lebanon,2007,0.196559297,0.990693672,0.205001268,5.988533425,1.96590031,3.831020369,0.645938545,89.61244,87,14.9,2.99,4.093,EMR,LBN,24827.3550149254,4.809608,0.082858,0.421584,1.314215,2.247079
234,Lebanon,2009,0.197010889,0.992724947,0.210818712,6.041131236,2.030439574,3.821405016,0.654111294,91.18419,85,14.8,3.04,4.039,EMR,LBN,35399.5829286899,4.951138,0.083746,0.417062,1.297898,2.238395
235,Lebanon,2015,0.19803529,0.99569705,0.217924269,6.073275539,2.185748247,3.728942976,0.65994323,94.0511,85,16.2,2.87,4.235,EMR,LBN,49929.3378368159,6.398941,0.113966,0.556478,1.589868,2.674101
236,Liberia,2004,0.158755302,0.628286593,0.083011515,2.86757803,0.498025717,3.746194456,0.93180441,43.10837,306,37.3,8.48,12.134,AFR,LBR,897.0,3.122448,0.118802,0.537705,1.332232,1.937552
237,Liberia,2007,0.159223494,0.628530421,0.084403416,2.86731883,0.50110916,3.773701331,0.937292069,42.94108,286,33.6,8.73,10.765,AFR,LBR,1373.0,3.632748,0.138371,0.625511,1.568271,2.247227
238,Liberia,2015,0.160661409,0.629810724,0.08946516,2.875233478,0.510903544,3.786834743,0.949271857,47.60014,241,35.2,7.71,9.715,AFR,LBR,3227.0757,4.61233,0.150509,0.728365,1.966342,2.830381
239,Libya,2004,0.198082953,0.803025411,0.233175483,4.952740008,2.234977133,3.778658085,0.681064906,85.41682,141,21.2,4.67,4.549,EMR,LBY,33122.3076923077,5.687561,0.13100301,0.609312,1.795337,3.063874
240,Libya,2014,0.196752326,0.804668144,0.229695144,4.973538326,2.5661324,3.790888197,0.684333685,91.04144,175,23.6,6.06,5.43,EMR,LBY,57372.3525619874,6.097767,0.13094,0.670989,1.939179,2.961362
241,Libya,2015,0.195619386,0.804455535,0.220340115,4.974983321,2.582394998,3.797077764,0.68315219,91.38887,147,24.3,5.48,5.427,EMR,LBY,48717.5062734399,6.192241,0.131071,0.664684,1.953873,2.992982
242,Lithuania,2001,0.192262967,0.693987098,0.178306182,2.915137238,0.550895206,4.405587413,4.772724585,99.64575,214,22.0,42.0958,11.6,EUR,LTU,12237.3880017264,3.560145,0.032650002,0.180474,0.679735,1.192156
243,Lithuania,2011,0.197559844,0.696081483,0.21559843,2.92314545,0.577350405,4.199422983,4.54709404,99.8156,272,11.8,31.8499,13.6,EUR,LTU,43535.0514823869,3.0998,0.03137,0.153098,0.456823,0.89084
244,Lithuania,2015,0.199759789,0.698522411,0.228346769,2.931244026,0.607836588,4.158024321,4.494683268,99.82328,247,10.5,28.9273,14.4,EUR,LTU,41435.5333403883,2.963764,0.031309,0.154766,0.431207,0.796591
