Country,Year,Literarcy rate,Disease_deaths,Road traffic death rate,Suicide rate,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Deaths
Cyprus,2015,99.05978,75,6.7 [5.0-8.8],4.17,0.253025789,0.937371369,0.510184662,5.305575188,0.568759308,3.302054274,1.113302825,6.358
Denmark,2003,99.0,121,8.3 [7.0-9.6],10.3062,0.235335221,1.007776702,0.520713117,5.313669885,0.851832502,3.407564186,1.747133137,10.7
Denmark,2003,99.0,74,8.3 [7.0-9.6],10.3062,0.235335221,1.007776702,0.520713117,5.313669885,0.851832502,3.407564186,1.747133137,10.7
Denmark,2003,99.0,98,8.3 [7.0-9.6],10.3062,0.235335221,1.007776702,0.520713117,5.313669885,0.851832502,3.407564186,1.747133137,10.7
Djibouti,2003,67.9,301,27.8 [23.7-32.0],12.0609,0.171430388,0.650289372,0.122677407,3.501610689,0.509635975,3.592529177,1.587376825,10.328
Djibouti,2003,67.9,325,27.8 [23.7-32.0],12.0609,0.171430388,0.650289372,0.122677407,3.501610689,0.509635975,3.592529177,1.587376825,10.328
Djibouti,2003,67.9,349,27.8 [23.7-32.0],12.0609,0.171430388,0.650289372,0.122677407,3.501610689,0.509635975,3.592529177,1.587376825,10.328
Dominican Republic,2002,86.99647,169,36.7 [27.4-48.1],4.9,0.193835254,0.883190785,0.255368666,4.530062573,0.597547636,3.07313695,1.575602433,6.202
Dominican Republic,2002,86.99647,215,36.7 [27.4-48.1],4.9,0.193835254,0.883190785,0.255368666,4.530062573,0.597547636,3.07313695,1.575602433,6.202
Dominican Republic,2002,86.99647,258,36.7 [27.4-48.1],4.9,0.193835254,0.883190785,0.255368666,4.530062573,0.597547636,3.07313695,1.575602433,6.202
Dominican Republic,2007,88.24446,155,24.2 [17.2-32.8],5.69,0.195261847,0.884198858,0.267363986,4.526401859,0.618556645,3.069472992,1.567707851,5.859
Dominican Republic,2007,88.24446,201,24.2 [17.2-32.8],5.69,0.195261847,0.884198858,0.267363986,4.526401859,0.618556645,3.069472992,1.567707851,5.859
Dominican Republic,2007,88.24446,246,24.2 [17.2-32.8],5.69,0.195261847,0.884198858,0.267363986,4.526401859,0.618556645,3.069472992,1.567707851,5.859
Dominican Republic,2010,89.53873,134,27.8 [19.9-37.4],5.38,0.196826476,0.886864141,0.278552823,4.537714444,0.639127838,3.053238933,1.582292521,5.821
Dominican Republic,2010,89.53873,180,27.8 [19.9-37.4],5.38,0.196826476,0.886864141,0.278552823,4.537714444,0.639127838,3.053238933,1.582292521,5.821
Dominican Republic,2010,89.53873,224,27.8 [19.9-37.4],5.38,0.196826476,0.886864141,0.278552823,4.537714444,0.639127838,3.053238933,1.582292521,5.821
Dominican Republic,2011,90.10638,129,25.7 [18.9-33.8],5.5,0.197144346,0.887404677,0.281620611,4.540079977,0.641676272,3.047809336,1.582718085,5.84
Dominican Republic,2011,90.10638,175,25.7 [18.9-33.8],5.5,0.197144346,0.887404677,0.281620611,4.540079977,0.641676272,3.047809336,1.582718085,5.84
Dominican Republic,2011,90.10638,219,25.7 [18.9-33.8],5.5,0.197144346,0.887404677,0.281620611,4.540079977,0.641676272,3.047809336,1.582718085,5.84
Dominican Republic,2012,90.15518,126,30.2 [22.2-39.7],5.8,0.197500876,0.888009566,0.285471621,4.542877149,0.645102045,3.039954836,1.582872658,5.802
Dominican Republic,2012,90.15518,171,30.2 [22.2-39.7],5.8,0.197500876,0.888009566,0.285471621,4.542877149,0.645102045,3.039954836,1.582872658,5.802
Dominican Republic,2012,90.15518,215,30.2 [22.2-39.7],5.8,0.197500876,0.888009566,0.285471621,4.542877149,0.645102045,3.039954836,1.582872658,5.802
Dominican Republic,2013,90.85815,124,40.0 [29.0-53.1],6.06,0.19788435,0.888651138,0.288546292,4.545974327,0.650651356,3.031001352,1.582674236,5.803
Dominican Republic,2013,90.85815,168,40.0 [29.0-53.1],6.06,0.19788435,0.888651138,0.288546292,4.545974327,0.650651356,3.031001352,1.582674236,5.803
Dominican Republic,2013,90.85815,212,40.0 [29.0-53.1],6.06,0.19788435,0.888651138,0.288546292,4.545974327,0.650651356,3.031001352,1.582674236,5.803
Dominican Republic,2014,91.76376,123,31.7 [22.8-42.4],6.59,0.198278893,0.889288266,0.292274737,4.549160289,0.65750206,3.019258601,1.581937286,5.827
Dominican Republic,2014,91.76376,166,31.7 [22.8-42.4],6.59,0.198278893,0.889288266,0.292274737,4.549160289,0.65750206,3.019258601,1.581937286,5.827
Dominican Republic,2014,91.76376,209,31.7 [22.8-42.4],6.59,0.198278893,0.889288266,0.292274737,4.549160289,0.65750206,3.019258601,1.581937286,5.827
Dominican Republic,2015,91.99121,120,32.9 [23.2-44.6],6.84,0.198680817,0.889925389,0.296194565,4.552425769,0.664300116,3.007644647,1.580683797,5.883
Dominican Republic,2015,91.99121,163,32.9 [23.2-44.6],6.84,0.198680817,0.889925389,0.296194565,4.552425769,0.664300116,3.007644647,1.580683797,5.883
Dominican Republic,2015,91.99121,205,32.9 [23.2-44.6],6.84,0.198680817,0.889925389,0.296194565,4.552425769,0.664300116,3.007644647,1.580683797,5.883
Dominican Republic,2016,93.77846,117,35.4 [24.4-49.1],6.77,0.199077888,0.890521064,0.300106115,4.555483265,0.671647692,2.992729799,1.578865602,5.964
Dominican Republic,2016,93.77846,160,35.4 [24.4-49.1],6.77,0.199077888,0.890521064,0.300106115,4.555483265,0.671647692,2.992729799,1.578865602,5.964
Dominican Republic,2016,93.77846,202,35.4 [24.4-49.1],6.77,0.199077888,0.890521064,0.300106115,4.555483265,0.671647692,2.992729799,1.578865602,5.964
Ecuador,2001,90.98403,115,14.8 [11.8-18.6],7.3,0.196194753,0.868226842,0.307779319,4.239414908,0.622785135,2.919484142,1.862297172,4.935
Ecuador,2001,90.98403,154,14.8 [11.8-18.6],7.3,0.196194753,0.868226842,0.307779319,4.239414908,0.622785135,2.919484142,1.862297172,4.935
Ecuador,2001,90.98403,192,14.8 [11.8-18.6],7.3,0.196194753,0.868226842,0.307779319,4.239414908,0.622785135,2.919484142,1.862297172,4.935
Ecuador,2007,92.09679,100,19.1 [15.1-23.1],10.5366,0.19907094,0.877610296,0.323504118,4.285642135,0.659436197,2.959375727,1.817016355,4.817
Ecuador,2007,92.09679,141,19.1 [15.1-23.1],10.5366,0.19907094,0.877610296,0.323504118,4.285642135,0.659436197,2.959375727,1.817016355,4.817
Ecuador,2007,92.09679,181,19.1 [15.1-23.1],10.5366,0.19907094,0.877610296,0.323504118,4.285642135,0.659436197,2.959375727,1.817016355,4.817
Ecuador,2008,92.39005,141,19.9 [15.7-24.0],10.8276,0.199501394,0.878212751,0.327216583,4.2884976,0.66104508,2.958660727,1.813414304,4.847
Ecuador,2008,92.39005,181,19.9 [15.7-24.0],10.8276,0.199501394,0.878212751,0.327216583,4.2884976,0.66104508,2.958660727,1.813414304,4.847
Ecuador,2008,92.39005,99,19.9 [15.7-24.0],10.8276,0.199501394,0.878212751,0.327216583,4.2884976,0.66104508,2.958660727,1.813414304,4.847
Ecuador,2009,92.24976,137,23.0 [17.9-27.8],10.7553,0.199909613,0.878760042,0.330933681,4.291058562,0.662893403,2.95850497,1.809110917,4.856
Ecuador,2009,92.24976,176,23.0 [17.9-27.8],10.7553,0.199909613,0.878760042,0.330933681,4.291058562,0.662893403,2.95850497,1.809110917,4.856
Ecuador,2009,92.24976,97,23.0 [17.9-27.8],10.7553,0.199909613,0.878760042,0.330933681,4.291058562,0.662893403,2.95850497,1.809110917,4.856
Ecuador,2010,91.85404,134,24.5 [18.9-29.6],10.1807,0.200232055,0.879216213,0.334334364,4.293170021,0.664980273,2.959062249,1.803275662,4.852
Ecuador,2010,91.85404,173,24.5 [18.9-29.6],10.1807,0.200232055,0.879216213,0.334334364,4.293170021,0.664980273,2.959062249,1.803275662,4.852
Ecuador,2010,91.85404,94,24.5 [18.9-29.6],10.1807,0.200232055,0.879216213,0.334334364,4.293170021,0.664980273,2.959062249,1.803275662,4.852
Ecuador,2011,91.5869,130,24.7 [18.9-29.9],10.0113,0.200525618,0.879678386,0.337751428,4.295130635,0.666403958,2.96019672,1.795320358,4.826
Ecuador,2011,91.5869,166,24.7 [18.9-29.9],10.0113,0.200525618,0.879678386,0.337751428,4.295130635,0.666403958,2.96019672,1.795320358,4.826
Ecuador,2011,91.5869,94,24.7 [18.9-29.9],10.0113,0.200525618,0.879678386,0.337751428,4.295130635,0.666403958,2.96019672,1.795320358,4.826
Ecuador,2012,92.06473,127,22.3 [16.7-27.0],10.2622,0.200859789,0.880168666,0.341702804,4.296968596,0.667943026,2.96169661,1.785086944,4.793
Ecuador,2012,92.06473,158,22.3 [16.7-27.0],10.2622,0.200859789,0.880168666,0.341702804,4.296968596,0.667943026,2.96169661,1.785086944,4.793
Ecuador,2012,92.06473,94,22.3 [16.7-27.0],10.2622,0.200859789,0.880168666,0.341702804,4.296968596,0.667943026,2.96169661,1.785086944,4.793
Ecuador,2013,93.29463,122,22.1 [16.6-26.8],9.68,0.201224176,0.88067033,0.346010023,4.29867431,0.668269456,2.965012949,1.772734652,4.762
Ecuador,2013,93.29463,152,22.1 [16.6-26.8],9.68,0.201224176,0.88067033,0.346010023,4.29867431,0.668269456,2.965012949,1.772734652,4.762
Ecuador,2013,93.29463,91,22.1 [16.6-26.8],9.68,0.201224176,0.88067033,0.346010023,4.29867431,0.668269456,2.965012949,1.772734652,4.762
Ecuador,2014,94.22264,119,24.0 [17.9-29.1],8.9,0.201619297,0.881208801,0.350229109,4.300374821,0.668813964,2.967176226,1.758529911,4.752
Ecuador,2014,94.22264,149,24.0 [17.9-29.1],8.9,0.201619297,0.881208801,0.350229109,4.300374821,0.668813964,2.967176226,1.758529911,4.752
Ecuador,2014,94.22264,89,24.0 [17.9-29.1],8.9,0.201619297,0.881208801,0.350229109,4.300374821,0.668813964,2.967176226,1.758529911,4.752
Ecuador,2015,94.45566,117,23.5 [17.5-28.6],8.88,0.202036085,0.881770682,0.354658992,4.302068513,0.668551353,2.970412984,1.742633819,4.773
Ecuador,2015,94.45566,146,23.5 [17.5-28.6],8.88,0.202036085,0.881770682,0.354658992,4.302068513,0.668551353,2.970412984,1.742633819,4.773
Ecuador,2015,94.45566,88,23.5 [17.5-28.6],8.88,0.202036085,0.881770682,0.354658992,4.302068513,0.668551353,2.970412984,1.742633819,4.773
Ecuador,2016,94.35023,114,21.2 [15.9-25.9],9.06,0.202470236,0.882354196,0.359142054,4.303725567,0.669107868,2.973805454,1.725335166,4.86
Ecuador,2016,94.35023,142,21.2 [15.9-25.9],9.06,0.202470236,0.882354196,0.359142054,4.303725567,0.669107868,2.973805454,1.725335166,4.86
Ecuador,2016,94.35023,86,21.2 [15.9-25.9],9.06,0.202470236,0.882354196,0.359142054,4.303725567,0.669107868,2.973805454,1.725335166,4.86
El Salvador,2004,80.77836,127,35.6 [26.7-44.8],7.34,0.193108774,0.761950456,0.213523678,2.902326397,0.579354671,3.066272352,2.963208465,6.408
El Salvador,2004,80.77836,209,35.6 [26.7-44.8],7.34,0.193108774,0.761950456,0.213523678,2.902326397,0.579354671,3.066272352,2.963208465,6.408
El Salvador,2004,80.77836,297,35.6 [26.7-44.8],7.34,0.193108774,0.761950456,0.213523678,2.902326397,0.579354671,3.066272352,2.963208465,6.408
El Salvador,2006,83.55946,122,32.9 [24.9-42.8],6.99,0.193704376,0.76367904,0.21863849,2.911101902,0.581638555,3.051030091,2.887121108,6.705
El Salvador,2006,83.55946,203,32.9 [24.9-42.8],6.99,0.193704376,0.76367904,0.21863849,2.911101902,0.581638555,3.051030091,2.887121108,6.705
El Salvador,2006,83.55946,291,32.9 [24.9-42.8],6.99,0.193704376,0.76367904,0.21863849,2.911101902,0.581638555,3.051030091,2.887121108,6.705
El Salvador,2007,82.02863,120,30.9 [23.6-41.0],8.48,0.194084131,0.764657013,0.220663091,2.916086496,0.582179334,3.043547848,2.856143089,6.814
El Salvador,2007,82.02863,200,30.9 [23.6-41.0],8.48,0.194084131,0.764657013,0.220663091,2.916086496,0.582179334,3.043547848,2.856143089,6.814
El Salvador,2007,82.02863,289,30.9 [23.6-41.0],8.48,0.194084131,0.764657013,0.220663091,2.916086496,0.582179334,3.043547848,2.856143089,6.814
El Salvador,2008,83.9513,118,28.4 [21.7-39.0],7.28,0.194483721,0.765609933,0.22309231,2.920970826,0.58259525,3.037453309,2.827514351,6.74
El Salvador,2008,83.9513,198,28.4 [21.7-39.0],7.28,0.194483721,0.765609933,0.22309231,2.920970826,0.58259525,3.037453309,2.827514351,6.74
El Salvador,2008,83.9513,287,28.4 [21.7-39.0],7.28,0.194483721,0.765609933,0.22309231,2.920970826,0.58259525,3.037453309,2.827514351,6.74
El Salvador,2009,84.10289,116,24.6 [18.7-33.8],8.95,0.194857346,0.766439777,0.225559362,2.925243461,0.583040644,3.032827932,2.801695757,6.75
El Salvador,2009,84.10289,197,24.6 [18.7-33.8],8.95,0.194857346,0.766439777,0.225559362,2.925243461,0.583040644,3.032827932,2.801695757,6.75
El Salvador,2009,84.10289,286,24.6 [18.7-33.8],8.95,0.194857346,0.766439777,0.225559362,2.925243461,0.583040644,3.032827932,2.801695757,6.75
El Salvador,2010,84.49272,113,22.3 [17.0-31.3],6.4,0.19515485,0.767035801,0.227827858,2.92834152,0.583812256,3.030472405,2.779134666,6.758
El Salvador,2010,84.49272,192,22.3 [17.0-31.3],6.4,0.19515485,0.767035801,0.227827858,2.92834152,0.583812256,3.030472405,2.779134666,6.758
El Salvador,2010,84.49272,280,22.3 [17.0-31.3],6.4,0.19515485,0.767035801,0.227827858,2.92834152,0.583812256,3.030472405,2.779134666,6.758
El Salvador,2011,85.49399,111,21.1 [16.1-30.4],8.02,0.195420481,0.767472459,0.229858257,2.930574088,0.585721389,3.027701424,2.758676657,6.892
El Salvador,2011,85.49399,189,21.1 [16.1-30.4],8.02,0.195420481,0.767472459,0.229858257,2.930574088,0.585721389,3.027701424,2.758676657,6.892
El Salvador,2011,85.49399,276,21.1 [16.1-30.4],8.02,0.195420481,0.767472459,0.229858257,2.930574088,0.585721389,3.027701424,2.758676657,6.892
El Salvador,2013,86.76758,107,19.0 [14.2-28.0],6.72,0.19609121,0.76845426,0.234488153,2.935404219,0.59375957,3.025320105,2.718956744,7.149
El Salvador,2013,86.76758,184,19.0 [14.2-28.0],6.72,0.19609121,0.76845426,0.234488153,2.935404219,0.59375957,3.025320105,2.718956744,7.149
El Salvador,2013,86.76758,271,19.0 [14.2-28.0],6.72,0.19609121,0.76845426,0.234488153,2.935404219,0.59375957,3.025320105,2.718956744,7.149
El Salvador,2015,87.96985,104,20.8 [14.6-31.0],6.78,0.196909167,0.769540792,0.239301679,2.940689414,0.604498002,3.024101578,2.68271679,7.07
El Salvador,2015,87.96985,180,20.8 [14.6-31.0],6.78,0.196909167,0.769540792,0.239301679,2.940689414,0.604498002,3.024101578,2.68271679,7.07
El Salvador,2015,87.96985,265,20.8 [14.6-31.0],6.78,0.196909167,0.769540792,0.239301679,2.940689414,0.604498002,3.024101578,2.68271679,7.07
El Salvador,2016,88.14177,103,22.2 [14.9-33.0],5.77,0.197357005,0.770066166,0.241685455,2.943085569,0.611135229,3.025543475,2.667580134,6.925
El Salvador,2016,88.14177,177,22.2 [14.9-33.0],5.77,0.197357005,0.770066166,0.241685455,2.943085569,0.611135229,3.025543475,2.667580134,6.925
El Salvador,2016,88.14177,261,22.2 [14.9-33.0],5.77,0.197357005,0.770066166,0.241685455,2.943085569,0.611135229,3.025543475,2.667580134,6.925
Equatorial Guinea,2000,88.3083,319,22.1 [17.5-26.7],19.3515,0.167852639,0.617337686,0.155048729,3.301928799,0.55539753,4.196110775,1.443389457,13.738
Equatorial Guinea,2000,88.3083,359,22.1 [17.5-26.7],19.3515,0.167852639,0.617337686,0.155048729,3.301928799,0.55539753,4.196110775,1.443389457,13.738
Equatorial Guinea,2000,88.3083,394,22.1 [17.5-26.7],19.3515,0.167852639,0.617337686,0.155048729,3.301928799,0.55539753,4.196110775,1.443389457,13.738
Equatorial Guinea,2010,94.37054,325,20.8 [15.3-26.4],15.2741,0.182856062,0.621001966,0.275574363,3.285364068,0.53470802,4.158643131,1.460596907,11.214
Equatorial Guinea,2010,94.37054,335,20.8 [15.3-26.4],15.2741,0.182856062,0.621001966,0.275574363,3.285364068,0.53470802,4.158643131,1.460596907,11.214
Equatorial Guinea,2010,94.37054,344,20.8 [15.3-26.4],15.2741,0.182856062,0.621001966,0.275574363,3.285364068,0.53470802,4.158643131,1.460596907,11.214
Equatorial Guinea,2014,94.95674,263,23.0 [16.8-29.2],14.2177,0.184255697,0.622370503,0.278256772,3.279858258,0.546809698,4.161911969,1.473783718,9.965
Equatorial Guinea,2014,94.95674,307,23.0 [16.8-29.2],14.2177,0.184255697,0.622370503,0.278256772,3.279858258,0.546809698,4.161911969,1.473783718,9.965
Equatorial Guinea,2014,94.95674,340,23.0 [16.8-29.2],14.2177,0.184255697,0.622370503,0.278256772,3.279858258,0.546809698,4.161911969,1.473783718,9.965
Equatorial Guinea,2015,95.19566,253,23.8 [17.5-30.1],15.3251,0.184623595,0.622715669,0.278249523,3.279456548,0.550682467,4.163686931,1.476383843,9.616
Equatorial Guinea,2015,95.19566,301,23.8 [17.5-30.1],15.3251,0.184623595,0.622715669,0.278249523,3.279456548,0.550682467,4.163686931,1.476383843,9.616
Equatorial Guinea,2015,95.19566,336,23.8 [17.5-30.1],15.3251,0.184623595,0.622715669,0.278249523,3.279456548,0.550682467,4.163686931,1.476383843,9.616
Eritrea,2002,52.51395,326,32.8 [26.9-38.8],22.0685,0.159544159,0.615584028,0.105315115,3.661257916,0.525710392,3.914395178,1.8199284,9.727
Eritrea,2002,52.51395,348,32.8 [26.9-38.8],22.0685,0.159544159,0.615584028,0.105315115,3.661257916,0.525710392,3.914395178,1.8199284,9.727
Eritrea,2002,52.51395,369,32.8 [26.9-38.8],22.0685,0.159544159,0.615584028,0.105315115,3.661257916,0.525710392,3.914395178,1.8199284,9.727
Eritrea,2008,64.66297,273,33.9 [28.1-39.6],21.2742,0.158820787,0.615879178,0.102279488,3.64728055,0.519703172,3.877135022,1.779021177,7.989
Eritrea,2008,64.66297,309,33.9 [28.1-39.6],21.2742,0.158820787,0.615879178,0.102279488,3.64728055,0.519703172,3.877135022,1.779021177,7.989
Eritrea,2008,64.66297,345,33.9 [28.1-39.6],21.2742,0.158820787,0.615879178,0.102279488,3.64728055,0.519703172,3.877135022,1.779021177,7.989
Eritrea,2014,72.79049,227,35.0 [28.6-41.4],18.8687,0.158353545,0.616503608,0.100743526,3.652096505,0.520970946,3.861139467,1.745640786,6.806
Eritrea,2014,72.79049,265,35.0 [28.6-41.4],18.8687,0.158353545,0.616503608,0.100743526,3.652096505,0.520970946,3.861139467,1.745640786,6.806
Eritrea,2014,72.79049,302,35.0 [28.6-41.4],18.8687,0.158353545,0.616503608,0.100743526,3.652096505,0.520970946,3.861139467,1.745640786,6.806
Eritrea,2015,73.84525,220,36.9 [30.2-43.7],18.6896,0.15842819,0.616791233,0.101299532,3.655813791,0.522228876,3.861327174,1.740921454,6.654
Eritrea,2015,73.84525,258,36.9 [30.2-43.7],18.6896,0.15842819,0.616791233,0.101299532,3.655813791,0.522228876,3.861327174,1.740921454,6.654
Eritrea,2015,73.84525,296,36.9 [30.2-43.7],18.6896,0.15842819,0.616791233,0.101299532,3.655813791,0.522228876,3.861327174,1.740921454,6.654
Estonia,2000,99.7672,120,17.7 [14.7-21.0],24.9828,0.196417611,0.703677233,0.21742439,2.948616483,0.975280969,4.483954234,5.060738968,13.2
Estonia,2000,99.7672,216,17.7 [14.7-21.0],24.9828,0.196417611,0.703677233,0.21742439,2.948616483,0.975280969,4.483954234,5.060738968,13.2
Estonia,2000,99.7672,312,17.7 [14.7-21.0],24.9828,0.196417611,0.703677233,0.21742439,2.948616483,0.975280969,4.483954234,5.060738968,13.2
Estonia,2011,99.88579,136,8.1 [6.5-10.0],14.7455,0.202213736,0.708157492,0.250151114,2.968053937,1.128999028,3.9824277,5.015844722,11.5
Estonia,2011,99.88579,204,8.1 [6.5-10.0],14.7455,0.202213736,0.708157492,0.250151114,2.968053937,1.128999028,3.9824277,5.015844722,11.5
Estonia,2011,99.88579,70,8.1 [6.5-10.0],14.7455,0.202213736,0.708157492,0.250151114,2.968053937,1.128999028,3.9824277,5.015844722,11.5
Estonia,2015,99.82351,116,6.4 [4.9-8.2],13.3612,0.203441939,0.708248794,0.25152441,2.964644222,1.131572307,3.880067878,4.855356459,11.6
Estonia,2015,99.82351,169,6.4 [4.9-8.2],13.3612,0.203441939,0.708248794,0.25152441,2.964644222,1.131572307,3.880067878,4.855356459,11.6
Estonia,2015,99.82351,63,6.4 [4.9-8.2],13.3612,0.203441939,0.708248794,0.25152441,2.964644222,1.131572307,3.880067878,4.855356459,11.6
Ethiopia,2004,35.9,358,24.8 [18.7-31.0],15.7861,0.155097992,0.621863775,0.080545303,3.674952778,0.479287332,3.949816781,1.61769834,12.745
Ethiopia,2004,35.9,375,24.8 [18.7-31.0],15.7861,0.155097992,0.621863775,0.080545303,3.674952778,0.479287332,3.949816781,1.61769834,12.745
Ethiopia,2004,35.9,393,24.8 [18.7-31.0],15.7861,0.155097992,0.621863775,0.080545303,3.674952778,0.479287332,3.949816781,1.61769834,12.745
Ethiopia,2005,29.82034,341,24.5 [18.5-30.5],15.3443,0.155490438,0.622346527,0.081311294,3.678629212,0.478091409,3.942009082,1.616462396,12.226
Ethiopia,2005,29.82034,358,24.5 [18.5-30.5],15.3443,0.155490438,0.622346527,0.081311294,3.678629212,0.478091409,3.942009082,1.616462396,12.226
Ethiopia,2005,29.82034,376,24.5 [18.5-30.5],15.3443,0.155490438,0.622346527,0.081311294,3.678629212,0.478091409,3.942009082,1.616462396,12.226
Ethiopia,2007,38.99598,296,23.5 [17.7-29.3],14.517,0.156819691,0.623521514,0.08432772,3.685207313,0.479076998,3.915669148,1.700372349,10.807
Ethiopia,2007,38.99598,316,23.5 [17.7-29.3],14.517,0.156819691,0.623521514,0.08432772,3.685207313,0.479076998,3.915669148,1.700372349,10.807
Ethiopia,2007,38.99598,336,23.5 [17.7-29.3],14.517,0.156819691,0.623521514,0.08432772,3.685207313,0.479076998,3.915669148,1.700372349,10.807
Ethiopia,2015,49.03152,200,26.0 [20.5-31.6],9.98,0.163284562,0.626977828,0.103667673,3.719316209,0.49268749,3.82988911,1.865995922,7.208
Ethiopia,2015,49.03152,225,26.0 [20.5-31.6],9.98,0.163284562,0.626977828,0.103667673,3.719316209,0.49268749,3.82988911,1.865995922,7.208
Ethiopia,2015,49.03152,250,26.0 [20.5-31.6],9.98,0.163284562,0.626977828,0.103667673,3.719316209,0.49268749,3.82988911,1.865995922,7.208
Fiji,2003,93.7,171,15.6 [11.2-20.9],10.4846,0.234269632,0.448252506,0.135763113,3.241355098,0.737863289,3.161375232,1.045707027,6.875
Fiji,2003,93.7,220,15.6 [11.2-20.9],10.4846,0.234269632,0.448252506,0.135763113,3.241355098,0.737863289,3.161375232,1.045707027,6.875
Fiji,2003,93.7,265,15.6 [11.2-20.9],10.4846,0.234269632,0.448252506,0.135763113,3.241355098,0.737863289,3.161375232,1.045707027,6.875
Finland,2000,100.0,104,8.1 [6.7-9.6],21.7401,0.26796276,1.013630529,0.55995596,3.707368463,0.808128013,5.345003734,2.855875145,9.5
Finland,2000,100.0,143,8.1 [6.7-9.6],21.7401,0.26796276,1.013630529,0.55995596,3.707368463,0.808128013,5.345003734,2.855875145,9.5
Finland,2000,100.0,63,8.1 [6.7-9.6],21.7401,0.26796276,1.013630529,0.55995596,3.707368463,0.808128013,5.345003734,2.855875145,9.5
France,2003,99.0,132,10.1 [8.9-11.3],15.7493,0.258904919,0.969512605,0.539297905,6.77774746,1.120601739,4.30294433,1.424033791,9.1
France,2003,99.0,60,10.1 [8.9-11.3],15.7493,0.258904919,0.969512605,0.539297905,6.77774746,1.120601739,4.30294433,1.424033791,9.1
France,2003,99.0,97,10.1 [8.9-11.3],15.7493,0.258904919,0.969512605,0.539297905,6.77774746,1.120601739,4.30294433,1.424033791,9.1
Gabon,2004,81.84552,336,25.1 [20.8-29.5],15.2137,0.181020338,0.636304028,0.220421171,3.280894271,0.597849193,4.159301936,1.525989939,9.405
Gabon,2004,81.84552,338,25.1 [20.8-29.5],15.2137,0.181020338,0.636304028,0.220421171,3.280894271,0.597849193,4.159301936,1.525989939,9.405
Gabon,2004,81.84552,341,25.1 [20.8-29.5],15.2137,0.181020338,0.636304028,0.220421171,3.280894271,0.597849193,4.159301936,1.525989939,9.405
Gabon,2012,82.2838,267,24.1 [20.3-27.8],13.9719,0.181051904,0.637705899,0.221466084,3.288611724,0.57151285,4.05984834,1.486480977,7.914
Gabon,2012,82.2838,269,24.1 [20.3-27.8],13.9719,0.181051904,0.637705899,0.221466084,3.288611724,0.57151285,4.05984834,1.486480977,7.914
Gabon,2012,82.2838,274,24.1 [20.3-27.8],13.9719,0.181051904,0.637705899,0.221466084,3.288611724,0.57151285,4.05984834,1.486480977,7.914
Gabon,2015,83.23788,209,22.9 [19.1-26.7],15.1732,0.181283046,0.638097748,0.223865433,3.294890436,0.569826032,4.049273517,1.474537913,7.418
Gabon,2015,83.23788,228,22.9 [19.1-26.7],15.1732,0.181283046,0.638097748,0.223865433,3.294890436,0.569826032,4.049273517,1.474537913,7.418
Gabon,2015,83.23788,246,22.9 [19.1-26.7],15.1732,0.181283046,0.638097748,0.223865433,3.294890436,0.569826032,4.049273517,1.474537913,7.418
Georgia,2002,99.65235,152,12.5 [9.9-15.5],7.34,0.189124045,0.705862477,0.129052541,2.606253776,0.439267378,2.777237776,1.8479395,11.409
Georgia,2002,99.65235,215,12.5 [9.9-15.5],7.34,0.189124045,0.705862477,0.129052541,2.606253776,0.439267378,2.777237776,1.8479395,11.409
Georgia,2002,99.65235,92,12.5 [9.9-15.5],7.34,0.189124045,0.705862477,0.129052541,2.606253776,0.439267378,2.777237776,1.8479395,11.409
Georgia,2014,99.58619,155,14.5 [11.6-17.8],8.58,0.195208699,0.707955433,0.164707621,2.598646632,0.478933485,2.791195332,2.062926497,12.576
Georgia,2014,99.58619,231,14.5 [11.6-17.8],8.58,0.195208699,0.707955433,0.164707621,2.598646632,0.478933485,2.791195332,2.062926497,12.576
Georgia,2014,99.58619,81,14.5 [11.6-17.8],8.58,0.195208699,0.707955433,0.164707621,2.598646632,0.478933485,2.791195332,2.062926497,12.576
Georgia,2015,99.75962,156,15.8 [12.7-19.4],8.79,0.195736974,0.708309429,0.166973792,2.59969208,0.483851951,2.793426174,2.070307045,12.531
Georgia,2015,99.75962,232,15.8 [12.7-19.4],8.79,0.195736974,0.708309429,0.166973792,2.59969208,0.483851951,2.793426174,2.070307045,12.531
Georgia,2015,99.75962,82,15.8 [12.7-19.4],8.79,0.195736974,0.708309429,0.166973792,2.59969208,0.483851951,2.793426174,2.070307045,12.531
Germany,2003,99.0,117,8.4 [7.5-9.4],10.7872,0.25189939,0.773913984,0.493888593,6.604618473,0.850114235,3.882225923,2.038042674,10.3
Germany,2003,99.0,60,8.4 [7.5-9.4],10.7872,0.25189939,0.773913984,0.493888593,6.604618473,0.850114235,3.882225923,2.038042674,10.3
Germany,2003,99.0,89,8.4 [7.5-9.4],10.7872,0.25189939,0.773913984,0.493888593,6.604618473,0.850114235,3.882225923,2.038042674,10.3
Ghana,2000,57.89747,286,25.8 [21.8-29.9],9.75,0.169003399,0.635269988,0.121456774,2.896192364,0.538842481,3.367331959,0.972234621,9.922
Ghana,2000,57.89747,310,25.8 [21.8-29.9],9.75,0.169003399,0.635269988,0.121456774,2.896192364,0.538842481,3.367331959,0.972234621,9.922
