Country,Year,Literarcy rate,Disease_deaths,Road traffic death rate,Suicide rate,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%),Deaths
Angola,2001,67.40542,372,25.2 [20.3-30.0],17.4593,0.164860598,0.618220191,0.131596635,3.243619331,0.511646246,4.199635841,1.417396666,17.789
Angola,2001,67.40542,412,25.2 [20.3-30.0],17.4593,0.164860598,0.618220191,0.131596635,3.243619331,0.511646246,4.199635841,1.417396666,17.789
Angola,2014,66.03011,207,23.2 [18.4-28.0],13.1431,0.171928184,0.623582668,0.167412066,3.289271299,0.510054225,4.156467677,1.385028977,9.181
Angola,2014,66.03011,244,23.2 [18.4-28.0],13.1431,0.171928184,0.623582668,0.167412066,3.289271299,0.510054225,4.156467677,1.385028977,9.181
Angola,2014,66.03011,282,23.2 [18.4-28.0],13.1431,0.171928184,0.623582668,0.167412066,3.289271299,0.510054225,4.156467677,1.385028977,9.181
Angola,2015,71.16416,203,23.6 [18.6-28.7],13.2696,0.172277323,0.623747582,0.169553528,3.291955145,0.513006224,4.158483796,1.383269465,8.826
Angola,2015,71.16416,240,23.6 [18.6-28.7],13.2696,0.172277323,0.623747582,0.169553528,3.291955145,0.513006224,4.158483796,1.383269465,8.826
Angola,2015,71.16416,278,23.6 [18.6-28.7],13.2696,0.172277323,0.623747582,0.169553528,3.291955145,0.513006224,4.158483796,1.383269465,8.826
Antigua and Barbuda,2001,98.95,131,13.0 [9.6-16.9],1.88,0.204370648,0.924483457,0.329070829,4.64138449,0.777721988,2.571886039,2.075933085,6.305
Antigua and Barbuda,2001,98.95,154,13.0 [9.6-16.9],1.88,0.204370648,0.924483457,0.329070829,4.64138449,0.777721988,2.571886039,2.075933085,6.305
Antigua and Barbuda,2001,98.95,179,13.0 [9.6-16.9],1.88,0.204370648,0.924483457,0.329070829,4.64138449,0.777721988,2.571886039,2.075933085,6.305
Antigua and Barbuda,2014,98.95,111,0.6 [0.4-0.8],0.438,0.206399078,0.925441037,0.350603312,4.614067553,0.786771346,2.539623036,2.134395938,5.544
Antigua and Barbuda,2014,98.95,127,0.6 [0.4-0.8],0.438,0.206399078,0.925441037,0.350603312,4.614067553,0.786771346,2.539623036,2.134395938,5.544
Antigua and Barbuda,2014,98.95,144,0.6 [0.4-0.8],0.438,0.206399078,0.925441037,0.350603312,4.614067553,0.786771346,2.539623036,2.134395938,5.544
Argentina,2001,97.19331,138,11.6 [10.1-13.4],10.3074,0.196426581,0.764884568,0.365303888,6.225155283,0.908681379,3.658839104,2.264304235,7.549
Argentina,2001,97.19331,181,11.6 [10.1-13.4],10.3074,0.196426581,0.764884568,0.365303888,6.225155283,0.908681379,3.658839104,2.264304235,7.549
Argentina,2001,97.19331,94,11.6 [10.1-13.4],10.3074,0.196426581,0.764884568,0.365303888,6.225155283,0.908681379,3.658839104,2.264304235,7.549
Argentina,2014,98.03402,113,13.4 [11.5-15.4],9.16,0.197891957,0.772175463,0.394866556,6.276019871,0.979328607,3.654178219,1.823080077,7.447
Argentina,2014,98.03402,145,13.4 [11.5-15.4],9.16,0.197891957,0.772175463,0.394866556,6.276019871,0.979328607,3.654178219,1.823080077,7.447
Argentina,2014,98.03402,80,13.4 [11.5-15.4],9.16,0.197891957,0.772175463,0.394866556,6.276019871,0.979328607,3.654178219,1.823080077,7.447
Argentina,2015,98.08997,113,13.9 [11.9-16.1],8.1,0.197978011,0.772567541,0.397997794,6.278538229,0.987998389,3.657683138,1.822172282,7.543
Argentina,2015,98.08997,145,13.9 [11.9-16.1],8.1,0.197978011,0.772567541,0.397997794,6.278538229,0.987998389,3.657683138,1.822172282,7.543
Argentina,2015,98.08997,80,13.9 [11.9-16.1],8.1,0.197978011,0.772567541,0.397997794,6.278538229,0.987998389,3.657683138,1.822172282,7.543
Armenia,2001,99.40016,143,19.5 [17.6-21.3],3.07,0.189542995,0.713486788,0.122517344,2.58721496,0.446003891,2.65792041,2.051013086,8.344
Armenia,2001,99.40016,202,19.5 [17.6-21.3],3.07,0.189542995,0.713486788,0.122517344,2.58721496,0.446003891,2.65792041,2.051013086,8.344
Armenia,2001,99.40016,92,19.5 [17.6-21.3],3.07,0.189542995,0.713486788,0.122517344,2.58721496,0.446003891,2.65792041,2.051013086,8.344
Armenia,2011,99.74441,135,17.7 [16.4-19.0],5.74,0.194914865,0.715653965,0.157349929,2.587683306,0.479966737,2.718092839,1.990835829,9.559
Armenia,2011,99.74441,202,17.7 [16.4-19.0],5.74,0.194914865,0.715653965,0.157349929,2.587683306,0.479966737,2.718092839,1.990835829,9.559
Armenia,2011,99.74441,77,17.7 [16.4-19.0],5.74,0.194914865,0.715653965,0.157349929,2.587683306,0.479966737,2.718092839,1.990835829,9.559
Armenia,2015,99.76842,121,16.7 [15.7-17.8],4.7,0.196524585,0.716773575,0.164967954,2.589916693,0.496236098,2.740289033,1.981193301,9.607
Armenia,2015,99.76842,182,16.7 [15.7-17.8],4.7,0.196524585,0.716773575,0.164967954,2.589916693,0.496236098,2.740289033,1.981193301,9.607
Armenia,2015,99.76842,69,16.7 [15.7-17.8],4.7,0.196524585,0.716773575,0.164967954,2.589916693,0.496236098,2.740289033,1.981193301,9.607
Armenia,2016,99.74441,116,15.7 [14.7-16.7],4.43,0.196949497,0.717165523,0.166348088,2.59121933,0.499895098,2.747315162,1.974355521,9.634
Armenia,2016,99.74441,176,15.7 [14.7-16.7],4.43,0.196949497,0.717165523,0.166348088,2.59121933,0.499895098,2.747315162,1.974355521,9.634
Armenia,2016,99.74441,65,15.7 [14.7-16.7],4.43,0.196949497,0.717165523,0.166348088,2.59121933,0.499895098,2.747315162,1.974355521,9.634
Australia,2003,99.0,50,8.5 [7.5-9.7],9.61,0.366273758,1.148157915,0.850375777,6.578489132,2.215742305,4.892316839,1.486346876,6.6
Australia,2003,99.0,69,8.5 [7.5-9.7],9.61,0.366273758,1.148157915,0.850375777,6.578489132,2.215742305,4.892316839,1.486346876,6.6
Australia,2003,99.0,88,8.5 [7.5-9.7],9.61,0.366273758,1.148157915,0.850375777,6.578489132,2.215742305,4.892316839,1.486346876,6.6
Austria,2011,98.0,49,6.4 [5.4-7.4],12.2841,0.256221453,0.939936204,0.669634515,5.35175982,0.913810896,3.284904536,1.950263399,9.1
Austria,2011,98.0,72,6.4 [5.4-7.4],12.2841,0.256221453,0.939936204,0.669634515,5.35175982,0.913810896,3.284904536,1.950263399,9.1
Austria,2011,98.0,94,6.4 [5.4-7.4],12.2841,0.256221453,0.939936204,0.669634515,5.35175982,0.913810896,3.284904536,1.950263399,9.1
Azerbaijan,2007,99.59319,141,13.7 [9.6-21.2],5.0,0.191468032,0.684059674,0.157216217,2.563236318,0.450855283,2.548789928,2.226008341,6.3
Azerbaijan,2007,99.59319,187,13.7 [9.6-21.2],5.0,0.191468032,0.684059674,0.157216217,2.563236318,0.450855283,2.548789928,2.226008341,6.3
Azerbaijan,2007,99.59319,95,13.7 [9.6-21.2],5.0,0.191468032,0.684059674,0.157216217,2.563236318,0.450855283,2.548789928,2.226008341,6.3
Azerbaijan,2009,99.75984,133,11.6 [7.9-17.6],4.64,0.194474617,0.685974457,0.176675314,2.568878011,0.461672449,2.544036279,2.289488861,5.9
Azerbaijan,2009,99.75984,177,11.6 [7.9-17.6],4.64,0.194474617,0.685974457,0.176675314,2.568878011,0.461672449,2.544036279,2.289488861,5.9
Azerbaijan,2009,99.75984,90,11.6 [7.9-17.6],4.64,0.194474617,0.685974457,0.176675314,2.568878011,0.461672449,2.544036279,2.289488861,5.9
Azerbaijan,2010,99.77114,132,11.4 [7.7-17.3],4.53,0.195532454,0.686651493,0.18313805,2.570720015,0.465736847,2.542412364,2.305254764,5.9
Azerbaijan,2010,99.77114,177,11.4 [7.7-17.3],4.53,0.195532454,0.686651493,0.18313805,2.570720015,0.465736847,2.542412364,2.305254764,5.9
Azerbaijan,2010,99.77114,88,11.4 [7.7-17.3],4.53,0.195532454,0.686651493,0.18313805,2.570720015,0.465736847,2.542412364,2.305254764,5.9
Azerbaijan,2011,99.77863,129,12.4 [8.2-18.8],4.44,0.196291485,0.687136329,0.18769576,2.572030584,0.469026968,2.547137608,2.311377349,5.9
Azerbaijan,2011,99.77863,176,12.4 [8.2-18.8],4.44,0.196291485,0.687136329,0.18769576,2.572030584,0.469026968,2.547137608,2.311377349,5.9
Azerbaijan,2011,99.77863,84,12.4 [8.2-18.8],4.44,0.196291485,0.687136329,0.18769576,2.572030584,0.469026968,2.547137608,2.311377349,5.9
Azerbaijan,2012,99.77577,126,14.0 [9.2-21.5],4.31,0.197037558,0.687630434,0.191979093,2.573602523,0.471841907,2.551567933,2.316501423,5.9
Azerbaijan,2012,99.77577,171,14.0 [9.2-21.5],4.31,0.197037558,0.687630434,0.191979093,2.573602523,0.471841907,2.551567933,2.316501423,5.9
Azerbaijan,2012,99.77577,83,14.0 [9.2-21.5],4.31,0.197037558,0.687630434,0.191979093,2.573602523,0.471841907,2.551567933,2.316501423,5.9
Azerbaijan,2013,99.78936,124,13.8 [9.0-21.1],4.19,0.197754019,0.688119632,0.195770333,2.575409857,0.475546619,2.557898579,2.319990409,5.8
Azerbaijan,2013,99.78936,168,13.8 [9.0-21.1],4.19,0.197754019,0.688119632,0.195770333,2.575409857,0.475546619,2.557898579,2.319990409,5.8
Azerbaijan,2013,99.78936,81,13.8 [9.0-21.1],4.19,0.197754019,0.688119632,0.195770333,2.575409857,0.475546619,2.557898579,2.319990409,5.8
Azerbaijan,2014,99.78899,121,13.2 [8.6-20.1],4.1,0.198426234,0.688604159,0.199311675,2.577453824,0.478852857,2.562570782,2.32112415,5.8
Azerbaijan,2014,99.78899,165,13.2 [8.6-20.1],4.1,0.198426234,0.688604159,0.199311675,2.577453824,0.478852857,2.562570782,2.32112415,5.8
Azerbaijan,2014,99.78899,79,13.2 [8.6-20.1],4.1,0.198426234,0.688604159,0.199311675,2.577453824,0.478852857,2.562570782,2.32112415,5.8
Azerbaijan,2015,99.78806,120,10.3 [6.6-15.9],3.99,0.19903439,0.689049375,0.201757629,2.579431577,0.4813623,2.571226176,2.319492773,5.7
Azerbaijan,2015,99.78806,163,10.3 [6.6-15.9],3.99,0.19903439,0.689049375,0.201757629,2.579431577,0.4813623,2.571226176,2.319492773,5.7
Azerbaijan,2015,99.78806,78,10.3 [6.6-15.9],3.99,0.19903439,0.689049375,0.201757629,2.579431577,0.4813623,2.571226176,2.319492773,5.7
Azerbaijan,2016,99.79006,118,8.7 [5.5-13.4],3.92,0.199563485,0.689448106,0.203629419,2.581278025,0.484388081,2.580951328,2.314678579,5.8
Azerbaijan,2016,99.79006,160,8.7 [5.5-13.4],3.92,0.199563485,0.689448106,0.203629419,2.581278025,0.484388081,2.580951328,2.314678579,5.8
Azerbaijan,2016,99.79006,76,8.7 [5.5-13.4],3.92,0.199563485,0.689448106,0.203629419,2.581278025,0.484388081,2.580951328,2.314678579,5.8
Bahrain,2001,86.54874,109,17.3 [13.2-22.1],8.9,0.20462551,0.83410708,0.25540726,4.713225021,1.738891276,4.299121565,0.737992993,2.516
Bahrain,2001,86.54874,81,17.3 [13.2-22.1],8.9,0.20462551,0.83410708,0.25540726,4.713225021,1.738891276,4.299121565,0.737992993,2.516
Bahrain,2001,86.54874,98,17.3 [13.2-22.1],8.9,0.20462551,0.83410708,0.25540726,4.713225021,1.738891276,4.299121565,0.737992993,2.516
Bahrain,2010,94.55679,65,10.8 [8.3-14.2],7.16,0.206613936,0.835065277,0.26004018,4.632368819,1.730999214,3.979913027,0.744554004,1.883
Bahrain,2010,94.55679,66,10.8 [8.3-14.2],7.16,0.206613936,0.835065277,0.26004018,4.632368819,1.730999214,3.979913027,0.744554004,1.883
Bahrain,2010,94.55679,67,10.8 [8.3-14.2],7.16,0.206613936,0.835065277,0.26004018,4.632368819,1.730999214,3.979913027,0.744554004,1.883
Bahrain,2011,92.3,62,9.7 [7.4-12.8],6.88,0.206675733,0.835195785,0.261233618,4.631855547,1.730686542,3.957653133,0.743791816,1.927
Bahrain,2011,92.3,66,9.7 [7.4-12.8],6.88,0.206675733,0.835195785,0.261233618,4.631855547,1.730686542,3.957653133,0.743791816,1.927
Bahrain,2011,92.3,68,9.7 [7.4-12.8],6.88,0.206675733,0.835195785,0.261233618,4.631855547,1.730686542,3.957653133,0.743791816,1.927
Bahrain,2015,95.71726,51,7.5 [5.4-10.4],6.32,0.206881727,0.836180039,0.268744997,4.652922834,1.715204068,3.892510622,0.732158624,2.109
Bahrain,2015,95.71726,59,7.5 [5.4-10.4],6.32,0.206881727,0.836180039,0.268744997,4.652922834,1.715204068,3.892510622,0.732158624,2.109
Bahrain,2015,95.71726,63,7.5 [5.4-10.4],6.32,0.206881727,0.836180039,0.268744997,4.652922834,1.715204068,3.892510622,0.732158624,2.109
Bangladesh,2001,47.4855,161,12.0 [9.2-14.9],6.45,0.250773494,0.579917468,0.108645468,4.196491943,0.497556483,4.232661102,1.350383613,6.75
Bangladesh,2001,47.4855,168,12.0 [9.2-14.9],6.45,0.250773494,0.579917468,0.108645468,4.196491943,0.497556483,4.232661102,1.350383613,6.75
Bangladesh,2001,47.4855,174,12.0 [9.2-14.9],6.45,0.250773494,0.579917468,0.108645468,4.196491943,0.497556483,4.232661102,1.350383613,6.75
Bangladesh,2007,46.6636,133,16.9 [14.1-19.8],5.48,0.250968024,0.58160019,0.115688429,4.248703892,0.497624312,4.226987629,1.389281925,6.793
Bangladesh,2007,46.6636,150,16.9 [14.1-19.8],5.48,0.250968024,0.58160019,0.115688429,4.248703892,0.497624312,4.226987629,1.389281925,6.793
Bangladesh,2007,46.6636,166,16.9 [14.1-19.8],5.48,0.250968024,0.58160019,0.115688429,4.248703892,0.497624312,4.226987629,1.389281925,6.793
Bangladesh,2011,58.76918,123,16.8 [14.1-19.5],4.34,0.251094274,0.582140858,0.12368088,4.254231609,0.500640525,4.221367149,1.43702919,6.112
Bangladesh,2011,58.76918,141,16.8 [14.1-19.5],4.34,0.251094274,0.582140858,0.12368088,4.254231609,0.500640525,4.221367149,1.43702919,6.112
Bangladesh,2011,58.76918,159,16.8 [14.1-19.5],4.34,0.251094274,0.582140858,0.12368088,4.254231609,0.500640525,4.221367149,1.43702919,6.112
Bangladesh,2012,57.86075,120,15.9 [13.2-18.7],4.0,0.251231434,0.582322163,0.125936907,4.259426788,0.502252618,4.213672385,1.443101051,5.868
Bangladesh,2012,57.86075,140,15.9 [13.2-18.7],4.0,0.251231434,0.582322163,0.125936907,4.259426788,0.502252618,4.213672385,1.443101051,5.868
Bangladesh,2012,57.86075,158,15.9 [13.2-18.7],4.0,0.251231434,0.582322163,0.125936907,4.259426788,0.502252618,4.213672385,1.443101051,5.868
Bangladesh,2013,61.01554,118,15.9 [13.2-18.7],3.8,0.2514178,0.582513586,0.128099006,4.264447361,0.504134554,4.199102975,1.44870089,5.975
Bangladesh,2013,61.01554,138,15.9 [13.2-18.7],3.8,0.2514178,0.582513586,0.128099006,4.264447361,0.504134554,4.199102975,1.44870089,5.975
Bangladesh,2013,61.01554,156,15.9 [13.2-18.7],3.8,0.2514178,0.582513586,0.128099006,4.264447361,0.504134554,4.199102975,1.44870089,5.975
Bangladesh,2014,61.0933,116,15.9 [13.2-18.6],3.73,0.251651243,0.582720348,0.13046178,4.269459121,0.505449703,4.182412745,1.453608476,5.891
Bangladesh,2014,61.0933,136,15.9 [13.2-18.6],3.73,0.251651243,0.582720348,0.13046178,4.269459121,0.505449703,4.182412745,1.453608476,5.891
